nkill,nwound,year,month,nattack,day,country,idate
19,4,2012,6,9,1,AFG,2012/6/1
16,0,2012,7,10,1,AFG,2012/7/1
14,4,2012,8,7,1,AFG,2012/8/1
9.5,8.5,2012,9,8,1,AFG,2012/9/1
3,0,2012,10,4,1,AFG,2012/10/1
5,7,2012,11,8,1,AFG,2012/11/1
12,0,2012,12,7,1,AFG,2012/12/1
3,1,2013,1,7,1,AFG,2013/1/1
10,15,2013,2,5,1,AFG,2013/2/1
11,13,2013,3,12,1,AFG,2013/3/1
15,23,2013,4,9,1,AFG,2013/4/1
36,9,2013,5,9,1,AFG,2013/5/1
6,3,2013,6,4,1,AFG,2013/6/1
19,19,2013,7,14,1,AFG,2013/7/1
17,10,2013,8,5,1,AFG,2013/8/1
4,8,2013,9,6,1,AFG,2013/9/1
48,34,2013,10,14,1,AFG,2013/10/1
18,36,2013,11,6,1,AFG,2013/11/1
11,7,2013,12,6,1,AFG,2013/12/1
33,30,2014,1,12,1,AFG,2014/1/1
15,13,2014,2,9,1,AFG,2014/2/1
19,13,2014,3,12,1,AFG,2014/3/1
63.2,35,2014,4,23,1,AFG,2014/4/1
112,32,2014,5,22,1,AFG,2014/5/1
88,39,2014,6,35,1,AFG,2014/6/1
106,74,2014,7,19,1,AFG,2014/7/1
86,74,2014,8,25,1,AFG,2014/8/1
159,88,2014,9,22,1,AFG,2014/9/1
51,16,2014,10,20,1,AFG,2014/10/1
71,81,2014,11,17,1,AFG,2014/11/1
35,20,2014,12,10,1,AFG,2014/12/1
3,0,2007,5,1,1,AFG,2007/5/1
0,0,2010,9,1,1,AFG,2010/9/1
0,2,2012,3,1,1,AFG,2012/3/1
3,0,2012,7,1,1,AFG,2012/7/1
0,0,2003,12,1,1,ALB,2003/12/1
0,0,1992,3,1,1,ALB,1992/3/1
0,0,1994,5,1,1,ALB,1994/5/1
0,0,1996,1,1,1,ALB,1996/1/1
5,30,1996,2,1,1,ALB,1996/2/1
0,0,1996,4,1,1,ALB,1996/4/1
0,4,1996,11,1,1,ALB,1996/11/1
0,0,1997,3,1,1,ALB,1997/3/1
0,0,1997,5,1,1,ALB,1997/5/1
3,21,1997,6,5,1,ALB,1997/6/1
3,22,1997,7,3,1,ALB,1997/7/1
0,0,1997,8,3,1,ALB,1997/8/1
0,0,1997,10,2,1,ALB,1997/10/1
0,1,1997,12,5,1,ALB,1997/12/1
0,,1998,1,3,1,ALB,1998/1/1
0,4,1998,5,1,1,ALB,1998/5/1
0,0,1998,8,1,1,ALB,1998/8/1
0,,1998,10,1,1,ALB,1998/10/1
0,1,1998,11,1,1,ALB,1998/11/1
0,0,1999,2,1,1,ALB,1999/2/1
2,4,1999,8,1,1,ALB,1999/8/1
0,0,2000,9,1,1,ALB,2000/9/1
0,0,2000,12,1,1,ALB,2000/12/1
0,0,2001,4,1,1,ALB,2001/4/1
0,0,2009,7,1,1,ALB,2009/7/1
0,0,2013,12,1,1,ALB,2013/12/1
0,0,2014,3,1,1,ALB,2014/3/1
1,2,2014,8,1,1,ALB,2014/8/1
1,0,1992,3,1,1,ALB,1992/3/1
1,0,1994,1,1,1,ALB,1994/1/1
1,1,1996,6,1,1,ALB,1996/6/1
2,8,1997,3,2,1,ALB,1997/3/1
6,19,1997,6,10,1,ALB,1997/6/1
2,3,1997,7,3,1,ALB,1997/7/1
6,1,1997,8,2,1,ALB,1997/8/1
3,2,1997,12,1,1,ALB,1997/12/1
4,1,1999,11,1,1,ALB,1999/11/1
0,0,1997,6,2,1,ALB,1997/6/1
0,0,1992,6,1,1,ALB,1992/6/1
1,2,1996,6,1,1,ALB,1996/6/1
1,0,1997,6,1,1,ALB,1997/6/1
0,0,1992,1,3,1,DZA,1992/1/1
0,0,1992,2,1,1,DZA,1992/2/1
0,0,1992,5,2,1,DZA,1992/5/1
0,0,1992,6,3,1,DZA,1992/6/1
0,0,1992,7,6,1,DZA,1992/7/1
9,101,1992,8,7,1,DZA,1992/8/1
0,0,1992,9,4,1,DZA,1992/9/1
2,5,1992,10,3,1,DZA,1992/10/1
0,0,1992,12,1,1,DZA,1992/12/1
0,0,1994,4,1,1,DZA,1994/4/1
0,64,1994,6,1,1,DZA,1994/6/1
0,0,1994,7,1,1,DZA,1994/7/1
5,1,1994,8,1,1,DZA,1994/8/1
3,2,1994,10,5,1,DZA,1994/10/1
46,307,1995,1,3,1,DZA,1995/1/1
0,1,1995,2,4,1,DZA,1995/2/1
1,62,1995,3,2,1,DZA,1995/3/1
2,5,1995,4,1,1,DZA,1995/4/1
42,21,1995,5,5,1,DZA,1995/5/1
2,32,1995,7,5,1,DZA,1995/7/1
38,199,1995,8,11,1,DZA,1995/8/1
13,111,1995,9,5,1,DZA,1995/9/1
25,134,1995,10,7,1,DZA,1995/10/1
1,17,1995,11,2,1,DZA,1995/11/1
19,113,1995,12,4,1,DZA,1995/12/1
11,46,1996,1,7,1,DZA,1996/1/1
44,163,1996,2,7,1,DZA,1996/2/1
13,44,1996,3,4,1,DZA,1996/3/1
0,0,1996,4,3,1,DZA,1996/4/1
5,84,1996,5,3,1,DZA,1996/5/1
12,58,1996,6,4,1,DZA,1996/6/1
17,46,1996,7,7,1,DZA,1996/7/1
13,72,1996,8,9,1,DZA,1996/8/1
17,74,1996,9,7,1,DZA,1996/9/1
17,119,1996,10,6,1,DZA,1996/10/1
26,58,1996,11,5,1,DZA,1996/11/1
38,298,1996,12,10,1,DZA,1996/12/1
115,378,1997,1,11,1,DZA,1997/1/1
1,17,1997,2,2,1,DZA,1997/2/1
31,105,1997,3,11,1,DZA,1997/3/1
49,48,1997,4,4,1,DZA,1997/4/1
54,205,1997,5,10,1,DZA,1997/5/1
22,173,1997,6,9,1,DZA,1997/6/1
82,143,1997,7,11,1,DZA,1997/7/1
31,122,1997,8,10,1,DZA,1997/8/1
3,15,1997,9,4,1,DZA,1997/9/1
24,111,1997,10,9,1,DZA,1997/10/1
19,58,1997,11,7,1,DZA,1997/11/1
32,28,1997,12,9,1,DZA,1997/12/1
218,46,1998,1,17,1,DZA,1998/1/1
55,100,1998,2,14,1,DZA,1998/2/1
24,18,1998,3,8,1,DZA,1998/3/1
24,64,1998,4,6,1,DZA,1998/4/1
41,192,1998,5,11,1,DZA,1998/5/1
22,34,1998,6,7,1,DZA,1998/6/1
22,81,1998,7,8,1,DZA,1998/7/1
39,114,1998,8,8,1,DZA,1998/8/1
46,125,1998,9,11,1,DZA,1998/9/1
14,72,1998,10,5,1,DZA,1998/10/1
3,45,1998,11,5,1,DZA,1998/11/1
14,24,1998,12,1,1,DZA,1998/12/1
4,27,1999,2,2,1,DZA,1999/2/1
7,36,1999,3,4,1,DZA,1999/3/1
21,36,1999,5,9,1,DZA,1999/5/1
9,25,1999,6,9,1,DZA,1999/6/1
24,14,1999,7,6,1,DZA,1999/7/1
20,84,1999,8,6,1,DZA,1999/8/1
4,0,1999,9,2,1,DZA,1999/9/1
6,3,1999,10,4,1,DZA,1999/10/1
4,6,1999,12,2,1,DZA,1999/12/1
2,2,2000,1,3,1,DZA,2000/1/1
2,0,2000,2,2,1,DZA,2000/2/1
16,23,2000,3,6,1,DZA,2000/3/1
9,30,2000,4,9,1,DZA,2000/4/1
2,7,2000,5,2,1,DZA,2000/5/1
13,52,2000,6,3,1,DZA,2000/6/1
4,2,2000,7,2,1,DZA,2000/7/1
0,0,2000,8,1,1,DZA,2000/8/1
3,16,2000,9,4,1,DZA,2000/9/1
2,8,2000,10,1,1,DZA,2000/10/1
9,3,2000,11,5,1,DZA,2000/11/1
13,22,2000,12,3,1,DZA,2000/12/1
11,3,2001,1,1,1,DZA,2001/1/1
6,54,2001,2,2,1,DZA,2001/2/1
14,5,2001,3,2,1,DZA,2001/3/1
9,7,2001,4,3,1,DZA,2001/4/1
16,1,2001,5,2,1,DZA,2001/5/1
3,43,2001,8,5,1,DZA,2001/8/1
1,8,2001,10,1,1,DZA,2001/10/1
0,29,2001,11,1,1,DZA,2001/11/1
2,2,2001,12,1,1,DZA,2001/12/1
1,25,2002,1,7,1,DZA,2002/1/1
18,6,2002,2,4,1,DZA,2002/2/1
5,47,2002,3,6,1,DZA,2002/3/1
0,9,2002,4,2,1,DZA,2002/4/1
23,18,2002,5,6,1,DZA,2002/5/1
12,48,2002,6,7,1,DZA,2002/6/1
36,2,2002,7,4,1,DZA,2002/7/1
5,15,2002,8,6,1,DZA,2002/8/1
7,12,2002,9,2,1,DZA,2002/9/1
21,20,2002,11,4,1,DZA,2002/11/1
7,23,2002,12,3,1,DZA,2002/12/1
51,22,2003,1,5,1,DZA,2003/1/1
4,10,2003,3,2,1,DZA,2003/3/1
6,2,2003,5,2,1,DZA,2003/5/1
5,2,2003,6,2,1,DZA,2003/6/1
1,2,2003,8,1,1,DZA,2003/8/1
21,9,2003,9,5,1,DZA,2003/9/1
3,13,2003,10,1,1,DZA,2003/10/1
2,6,2003,11,1,1,DZA,2003/11/1
0,6,2003,12,2,1,DZA,2003/12/1
3,12,2004,1,2,1,DZA,2004/1/1
5,3,2004,2,2,1,DZA,2004/2/1
2,7,2004,3,2,1,DZA,2004/3/1
5,18,2004,5,3,1,DZA,2004/5/1
3,13,2004,6,3,1,DZA,2004/6/1
3,0,2004,7,2,1,DZA,2004/7/1
3,5,2004,8,5,1,DZA,2004/8/1
15,3,2004,9,4,1,DZA,2004/9/1
0,2,2004,10,1,1,DZA,2004/10/1
4,6,2004,11,4,1,DZA,2004/11/1
1,4,2004,12,2,1,DZA,2004/12/1
3,6,2005,1,2,1,DZA,2005/1/1
0,2,2005,3,2,1,DZA,2005/3/1
11,15,2005,4,4,1,DZA,2005/4/1
15,21,2005,5,4,1,DZA,2005/5/1
22,23,2005,6,8,1,DZA,2005/6/1
4,19,2005,7,4,1,DZA,2005/7/1
1,1,2005,8,3,1,DZA,2005/8/1
19,13,2005,9,8,1,DZA,2005/9/1
4,13,2005,10,6,1,DZA,2005/10/1
0,4,2005,11,4,1,DZA,2005/11/1
3,16,2005,12,3,1,DZA,2005/12/1
0,4,2006,1,5,1,DZA,2006/1/1
4,9,2006,2,5,1,DZA,2006/2/1
1,7,2006,3,4,1,DZA,2006/3/1
12,12,2006,4,4,1,DZA,2006/4/1
1,9,2006,5,5,1,DZA,2006/5/1
11,25,2006,6,10,1,DZA,2006/6/1
2,13,2006,7,7,1,DZA,2006/7/1
2,21,2006,8,10,1,DZA,2006/8/1
4,13,2006,9,8,1,DZA,2006/9/1
7,73,2006,10,12,1,DZA,2006/10/1
0,6,2006,11,4,1,DZA,2006/11/1
2,18,2006,12,2,1,DZA,2006/12/1
16,9,2007,1,4,1,DZA,2007/1/1
16,46,2007,2,16,1,DZA,2007/2/1
13,6,2007,3,6,1,DZA,2007/3/1
30,162,2007,4,7,1,DZA,2007/4/1
4,8,2007,5,5,1,DZA,2007/5/1
5,31,2007,6,11,1,DZA,2007/6/1
13,51,2007,7,10,1,DZA,2007/7/1
3,18,2007,8,7,1,DZA,2007/8/1
54,139,2007,9,12,1,DZA,2007/9/1
0,6,2007,10,6,1,DZA,2007/10/1
0,3,2007,11,1,1,DZA,2007/11/1
81,107,2007,12,8,1,DZA,2007/12/1
15,42,2008,1,3,1,DZA,2008/1/1
3,10,2008,2,5,1,DZA,2008/2/1
4,27,2008,3,4,1,DZA,2008/3/1
2,6,2008,4,3,1,DZA,2008/4/1
5,7,2008,5,7,1,DZA,2008/5/1
46,21,2008,6,10,1,DZA,2008/6/1
5,36,2008,7,10,1,DZA,2008/7/1
91,137,2008,8,21,1,DZA,2008/8/1
6,11,2008,9,5,1,DZA,2008/9/1
5,2,2008,10,3,1,DZA,2008/10/1
0,0,2008,11,1,1,DZA,2008/11/1
3,8,2008,12,2,1,DZA,2008/12/1
0,3,2009,1,2,1,DZA,2009/1/1
16,8,2009,2,3,1,DZA,2009/2/1
17,20,2009,3,9,1,DZA,2009/3/1
9,25,2009,4,13,1,DZA,2009/4/1
6,9,2009,5,8,1,DZA,2009/5/1
32,14,2009,6,6,1,DZA,2009/6/1
19,23,2009,7,11,1,DZA,2009/7/1
48,49,2009,8,7,1,DZA,2009/8/1
3,16,2009,9,6,1,DZA,2009/9/1
0,4,2009,10,4,1,DZA,2009/10/1
0,9,2009,11,3,1,DZA,2009/11/1
1,11,2009,12,7,1,DZA,2009/12/1
0,2,2010,1,4,1,DZA,2010/1/1
1,8,2010,2,2,1,DZA,2010/2/1
1,14,2010,3,7,1,DZA,2010/3/1
0,4,2010,4,3,1,DZA,2010/4/1
4,43,2010,5,8,1,DZA,2010/5/1
9,24,2010,6,7,1,DZA,2010/6/1
17,35,2010,7,9,1,DZA,2010/7/1
5,13,2010,8,7,1,DZA,2010/8/1
10,22,2010,9,7,1,DZA,2010/9/1
14,25,2010,10,8,1,DZA,2010/10/1
6,17,2010,11,8,1,DZA,2010/11/1
0,1,2010,12,3,1,DZA,2010/12/1
0,0,2011,2,1,1,DZA,2011/2/1
5,0,2011,3,1,1,DZA,2011/3/1
0,10,2011,7,2,1,DZA,2011/7/1
0,0,2011,8,1,1,DZA,2011/8/1
0,4,2011,10,1,1,DZA,2011/10/1
1,2,2011,12,1,1,DZA,2011/12/1
0,2,2012,1,1,1,DZA,2012/1/1
4,19,2012,2,1,1,DZA,2012/2/1
2,23,2012,3,4,1,DZA,2012/3/1
2,16,2012,4,6,1,DZA,2012/4/1
6,10,2012,5,11,1,DZA,2012/5/1
4,10,2012,6,3,1,DZA,2012/6/1
0,4,2012,7,2,1,DZA,2012/7/1
0,0,2012,9,1,1,DZA,2012/9/1
0,1,2012,10,1,1,DZA,2012/10/1
2,0,2012,12,1,1,DZA,2012/12/1
71,15,2013,1,2,1,DZA,2013/1/1
2,10,2013,2,2,1,DZA,2013/2/1
2,4,2013,3,2,1,DZA,2013/3/1
0,0,2013,4,1,1,DZA,2013/4/1
0,0,2013,5,1,1,DZA,2013/5/1
13,9,2013,7,7,1,DZA,2013/7/1
4,6,2013,9,2,1,DZA,2013/9/1
1,3,2014,2,1,1,DZA,2014/2/1
1,2,2014,6,1,1,DZA,2014/6/1
7,0,2014,7,1,1,DZA,2014/7/1
0,0,2014,12,1,1,DZA,2014/12/1
0,0,2008,11,1,1,DZA,2008/11/1
1,2,1992,1,1,1,DZA,1992/1/1
27,18,1992,2,9,1,DZA,1992/2/1
14,26,1992,3,17,1,DZA,1992/3/1
7,7,1992,4,7,1,DZA,1992/4/1
18,9,1992,5,14,1,DZA,1992/5/1
14,42,1992,6,13,1,DZA,1992/6/1
12,4,1992,7,11,1,DZA,1992/7/1
21,6,1992,8,16,1,DZA,1992/8/1
27,14,1992,9,19,1,DZA,1992/9/1
17,7,1992,10,15,1,DZA,1992/10/1
24,11,1992,11,16,1,DZA,1992/11/1
19,3,1992,12,11,1,DZA,1992/12/1
43,7,1994,1,21,1,DZA,1994/1/1
44,4,1994,2,23,1,DZA,1994/2/1
42,9,1994,3,28,1,DZA,1994/3/1
37,10,1994,4,14,1,DZA,1994/4/1
70,10,1994,5,15,1,DZA,1994/5/1
23,6,1994,6,7,1,DZA,1994/6/1
28,2,1994,7,8,1,DZA,1994/7/1
2,0,1994,8,4,1,DZA,1994/8/1
14,2,1994,9,7,1,DZA,1994/9/1
7,2,1994,10,7,1,DZA,1994/10/1
25,17,1995,1,9,1,DZA,1995/1/1
19,13,1995,2,16,1,DZA,1995/2/1
11,5,1995,3,11,1,DZA,1995/3/1
9,0,1995,4,5,1,DZA,1995/4/1
10,1,1995,5,7,1,DZA,1995/5/1
3,0,1995,6,2,1,DZA,1995/6/1
1,1,1995,7,2,1,DZA,1995/7/1
8,1,1995,8,4,1,DZA,1995/8/1
11,0,1995,9,8,1,DZA,1995/9/1
29,15,1995,10,9,1,DZA,1995/10/1
5,1,1995,11,6,1,DZA,1995/11/1
18,2,1995,12,11,1,DZA,1995/12/1
7,3,1996,1,4,1,DZA,1996/1/1
3,0,1996,2,2,1,DZA,1996/2/1
23,36,1996,3,5,1,DZA,1996/3/1
7,0,1996,4,3,1,DZA,1996/4/1
4,0,1996,5,3,1,DZA,1996/5/1
7,1,1996,6,5,1,DZA,1996/6/1
20,0,1996,7,4,1,DZA,1996/7/1
2,4,1996,8,2,1,DZA,1996/8/1
5,5,1996,10,3,1,DZA,1996/10/1
35,7,1996,12,3,1,DZA,1996/12/1
7,2,1997,1,5,1,DZA,1997/1/1
3,3,1997,2,3,1,DZA,1997/2/1
95,0,1997,4,2,1,DZA,1997/4/1
5,0,1997,5,1,1,DZA,1997/5/1
1,0,1997,6,1,1,DZA,1997/6/1
9,0,1997,7,3,1,DZA,1997/7/1
57,32,1997,8,6,1,DZA,1997/8/1
14,0,1997,9,4,1,DZA,1997/9/1
60,0,1997,10,9,1,DZA,1997/10/1
47,14,1997,11,7,1,DZA,1997/11/1
30,0,1997,12,10,1,DZA,1997/12/1
2,,1998,1,1,1,DZA,1998/1/1
10,5,1998,3,1,1,DZA,1998/3/1
9,0,1998,4,2,1,DZA,1998/4/1
0,0,1998,5,1,1,DZA,1998/5/1
2,4,1998,6,2,1,DZA,1998/6/1
6,1,1998,8,1,1,DZA,1998/8/1
2,1,1998,9,1,1,DZA,1998/9/1
24,1,1998,10,5,1,DZA,1998/10/1
0,0,1998,11,1,1,DZA,1998/11/1
45,0,1998,12,2,1,DZA,1998/12/1
5,2,1999,2,1,1,DZA,1999/2/1
39,16,1999,3,12,1,DZA,1999/3/1
13,5,1999,4,1,1,DZA,1999/4/1
6,4,1999,5,1,1,DZA,1999/5/1
43,8,1999,6,11,1,DZA,1999/6/1
16,5,1999,7,3,1,DZA,1999/7/1
40,10,1999,8,3,1,DZA,1999/8/1
7,0,1999,9,1,1,DZA,1999/9/1
5,6,1999,10,1,1,DZA,1999/10/1
44,16,1999,11,10,1,DZA,1999/11/1
43,10,1999,12,2,1,DZA,1999/12/1
6,14,2000,1,2,1,DZA,2000/1/1
15,5,2000,2,5,1,DZA,2000/2/1
22,18,2000,3,8,1,DZA,2000/3/1
16,6,2000,4,3,1,DZA,2000/4/1
28,22,2000,5,2,1,DZA,2000/5/1
17,2,2000,6,6,1,DZA,2000/6/1
33,8,2000,7,6,1,DZA,2000/7/1
5,1,2000,8,2,1,DZA,2000/8/1
38,9,2000,9,7,1,DZA,2000/9/1
32,3,2000,10,5,1,DZA,2000/10/1
16,3,2000,11,4,1,DZA,2000/11/1
55,17,2000,12,10,1,DZA,2000/12/1
54,0,2001,1,4,1,DZA,2001/1/1
57,2,2001,2,4,1,DZA,2001/2/1
46,8,2001,3,10,1,DZA,2001/3/1
2,1,2001,4,1,1,DZA,2001/4/1
14,3,2001,5,3,1,DZA,2001/5/1
20,7,2001,6,3,1,DZA,2001/6/1
58,6,2001,7,7,1,DZA,2001/7/1
30,17,2001,8,12,1,DZA,2001/8/1
58,13,2001,9,8,1,DZA,2001/9/1
0,2,2001,10,1,1,DZA,2001/10/1
4,3,2001,11,1,1,DZA,2001/11/1
39,24,2001,12,12,1,DZA,2001/12/1
25,6,2002,1,11,1,DZA,2002/1/1
37,16,2002,2,5,1,DZA,2002/2/1
12,6,2002,3,2,1,DZA,2002/3/1
41,0,2002,4,3,1,DZA,2002/4/1
67,7,2002,5,8,1,DZA,2002/5/1
59,32,2002,6,8,1,DZA,2002/6/1
37,13,2002,7,10,1,DZA,2002/7/1
10,1,2002,8,5,1,DZA,2002/8/1
11,2,2002,9,2,1,DZA,2002/9/1
52,4,2002,10,5,1,DZA,2002/10/1
4,1,2002,11,2,1,DZA,2002/11/1
8,6,2003,1,4,1,DZA,2003/1/1
29,4,2003,2,11,1,DZA,2003/2/1
22,6,2003,3,5,1,DZA,2003/3/1
1,,2003,4,1,1,DZA,2003/4/1
6,7,2003,5,4,1,DZA,2003/5/1
10,2,2003,6,1,1,DZA,2003/6/1
9,0,2003,7,3,1,DZA,2003/7/1
1,0,2003,8,1,1,DZA,2003/8/1
4,3,2003,9,3,1,DZA,2003/9/1
3,0,2003,10,1,1,DZA,2003/10/1
10,,2003,11,2,1,DZA,2003/11/1
3,0,2003,12,2,1,DZA,2003/12/1
11,3,2004,2,2,1,DZA,2004/2/1
10,2,2004,3,3,1,DZA,2004/3/1
14,5,2004,4,6,1,DZA,2004/4/1
9,14,2004,5,5,1,DZA,2004/5/1
2,0,2004,6,1,1,DZA,2004/6/1
0,5,2004,7,1,1,DZA,2004/7/1
6,16,2004,8,2,1,DZA,2004/8/1
11,0,2004,9,4,1,DZA,2004/9/1
21,0,2004,10,2,1,DZA,2004/10/1
6,5,2004,11,3,1,DZA,2004/11/1
1,0,2004,12,1,1,DZA,2004/12/1
18,20,2005,1,2,1,DZA,2005/1/1
10,,2005,2,1,1,DZA,2005/2/1
4,6,2005,3,4,1,DZA,2005/3/1
22,9,2005,4,6,1,DZA,2005/4/1
2,2,2005,5,3,1,DZA,2005/5/1
6,9,2005,6,3,1,DZA,2005/6/1
10,8,2005,7,3,1,DZA,2005/7/1
21,12,2005,8,3,1,DZA,2005/8/1
1,0,2005,9,2,1,DZA,2005/9/1
14,7,2005,10,7,1,DZA,2005/10/1
1,4,2005,11,1,1,DZA,2005/11/1
0,0,2005,12,2,1,DZA,2005/12/1
4,0,2006,1,2,1,DZA,2006/1/1
4,5,2006,2,3,1,DZA,2006/2/1
7,0,2006,3,5,1,DZA,2006/3/1
16,10,2006,4,7,1,DZA,2006/4/1
6,2,2006,5,9,1,DZA,2006/5/1
20,9,2006,6,5,1,DZA,2006/6/1
14,5,2006,7,6,1,DZA,2006/7/1
8,3,2006,8,7,1,DZA,2006/8/1
3,0,2006,9,2,1,DZA,2006/9/1
20,19,2006,10,10,1,DZA,2006/10/1
5,0,2006,11,1,1,DZA,2006/11/1
1,7,2007,1,3,1,DZA,2007/1/1
3,5,2007,2,7,1,DZA,2007/2/1
22,16,2007,4,6,1,DZA,2007/4/1
0,3,2007,5,2,1,DZA,2007/5/1
3,1,2007,6,2,1,DZA,2007/6/1
2,9,2007,7,2,1,DZA,2007/7/1
1,0,2007,9,1,1,DZA,2007/9/1
2,1,2007,10,1,1,DZA,2007/10/1
0,0,2007,11,1,1,DZA,2007/11/1
3,2,2008,1,1,1,DZA,2008/1/1
1,1,2008,2,1,1,DZA,2008/2/1
2,0,2008,3,1,1,DZA,2008/3/1
2,1,2008,4,2,1,DZA,2008/4/1
12,0,2008,5,2,1,DZA,2008/5/1
3,1,2008,6,1,1,DZA,2008/6/1
3,0,2008,7,3,1,DZA,2008/7/1
7,14,2008,8,1,1,DZA,2008/8/1
12,2,2008,9,6,1,DZA,2008/9/1
2,0,2008,10,2,1,DZA,2008/10/1
1,0,2008,11,1,1,DZA,2008/11/1
3,0,2009,2,1,1,DZA,2009/2/1
2,2,2009,3,1,1,DZA,2009/3/1
3,0,2009,4,1,1,DZA,2009/4/1
12,8,2009,5,2,1,DZA,2009/5/1
1,0,2009,6,1,1,DZA,2009/6/1
2,1,2009,7,2,1,DZA,2009/7/1
5,2,2009,8,4,1,DZA,2009/8/1
3,3,2009,9,4,1,DZA,2009/9/1
8,3,2009,10,4,1,DZA,2009/10/1
2,0,2009,12,1,1,DZA,2009/12/1
0,0,2010,1,1,1,DZA,2010/1/1
0,0,2010,3,1,1,DZA,2010/3/1
7,0,2010,4,1,1,DZA,2010/4/1
2,0,2010,5,2,1,DZA,2010/5/1
10,2,2010,6,2,1,DZA,2010/6/1
0,2,2010,7,2,1,DZA,2010/7/1
3,4,2010,8,2,1,DZA,2010/8/1
1,4,2010,9,4,1,DZA,2010/9/1
1,0,2010,11,1,1,DZA,2010/11/1
0,0,2010,12,1,1,DZA,2010/12/1
14,12,2011,4,1,1,DZA,2011/4/1
1,0,2011,5,1,1,DZA,2011/5/1
2,1,2011,7,1,1,DZA,2011/7/1
2,2,2011,8,1,1,DZA,2011/8/1
0,2,2011,10,1,1,DZA,2011/10/1
0,0,2012,1,1,1,DZA,2012/1/1
2,2,2012,4,1,1,DZA,2012/4/1
1,2,2012,6,1,1,DZA,2012/6/1
0,10,2012,7,2,1,DZA,2012/7/1
3,2,2012,8,2,1,DZA,2012/8/1
2,0,2012,10,1,1,DZA,2012/10/1
0,,2013,2,1,1,DZA,2013/2/1
4,4,2013,4,2,1,DZA,2013/4/1
1,0,2013,7,1,1,DZA,2013/7/1
4,0,2013,8,1,1,DZA,2013/8/1
0,,2014,2,1,1,DZA,2014/2/1
11,5,2014,4,1,1,DZA,2014/4/1
8,0,2014,5,1,1,DZA,2014/5/1
3,0,2014,9,2,1,DZA,2014/9/1
3,0,2014,10,1,1,DZA,2014/10/1
2,0,2014,12,2,1,DZA,2014/12/1
5,14,1992,5,10,1,DZA,1992/5/1
0,0,1992,6,1,1,DZA,1992/6/1
0,0,1992,7,4,1,DZA,1992/7/1
0,0,1992,8,3,1,DZA,1992/8/1
0,0,1994,1,1,1,DZA,1994/1/1
3,0,1994,3,7,1,DZA,1994/3/1
0,0,1994,8,9,1,DZA,1994/8/1
0,0,1995,1,1,1,DZA,1995/1/1
0,0,1995,2,2,1,DZA,1995/2/1
0,2,1995,3,1,1,DZA,1995/3/1
13,0,1997,6,1,1,DZA,1997/6/1
0,0,1997,8,1,1,DZA,1997/8/1
16,0,1997,9,2,1,DZA,1997/9/1
1,0,1999,6,1,1,DZA,1999/6/1
4,0,2000,2,1,1,DZA,2000/2/1
2,0,2000,6,2,1,DZA,2000/6/1
3,0,2000,7,1,1,DZA,2000/7/1
0,0,2001,2,1,1,DZA,2001/2/1
0,0,2004,8,1,1,DZA,2004/8/1
0,0,2008,5,1,1,DZA,2008/5/1
0,0,2009,2,1,1,DZA,2009/2/1
10,2,1992,2,2,1,DZA,1992/2/1
0,1,1992,5,1,1,DZA,1992/5/1
0,2,1992,6,2,1,DZA,1992/6/1
1,0,1992,10,1,1,DZA,1992/10/1
1,0,1992,12,1,1,DZA,1992/12/1
1,0,1994,2,1,1,DZA,1994/2/1
2,0,1994,3,1,1,DZA,1994/3/1
3,3,1994,6,1,1,DZA,1994/6/1
1,0,1994,7,1,1,DZA,1994/7/1
10,0,1994,9,4,1,DZA,1994/9/1
2,0,1994,10,2,1,DZA,1994/10/1
0,0,1994,11,1,1,DZA,1994/11/1
2,0,1995,3,2,1,DZA,1995/3/1
1,0,1995,4,1,1,DZA,1995/4/1
2,0,1995,5,1,1,DZA,1995/5/1
1,0,1995,6,1,1,DZA,1995/6/1
9,0,1995,8,1,1,DZA,1995/8/1
17,0,1995,9,2,1,DZA,1995/9/1
7,0,1995,10,3,1,DZA,1995/10/1
3,0,1995,12,2,1,DZA,1995/12/1
10,0,1996,1,2,1,DZA,1996/1/1
11,0,1996,2,1,1,DZA,1996/2/1
6,0,1996,3,1,1,DZA,1996/3/1
1,0,1996,5,1,1,DZA,1996/5/1
18,0,1996,8,1,1,DZA,1996/8/1
20,0,1996,10,1,1,DZA,1996/10/1
74,0,1996,11,5,1,DZA,1996/11/1
40,0,1996,12,3,1,DZA,1996/12/1
85,0,1997,1,5,1,DZA,1997/1/1
51,0,1997,2,6,1,DZA,1997/2/1
106,0,1997,3,4,1,DZA,1997/3/1
75,0,1997,4,4,1,DZA,1997/4/1
9,0,1997,5,2,1,DZA,1997/5/1
139,0,1997,6,9,1,DZA,1997/6/1
271,12,1997,7,9,1,DZA,1997/7/1
679,194,1997,8,31,1,DZA,1997/8/1
356,127,1997,9,17,1,DZA,1997/9/1
171,15,1997,10,12,1,DZA,1997/10/1
101,10,1997,11,9,1,DZA,1997/11/1
658,17,1997,12,23,1,DZA,1997/12/1
56,0,1998,1,8,1,DZA,1998/1/1
47,,1998,2,3,1,DZA,1998/2/1
52,,1998,3,1,1,DZA,1998/3/1
23,1,1998,5,2,1,DZA,1998/5/1
13,6,1998,6,1,1,DZA,1998/6/1
14,6,1998,8,2,1,DZA,1998/8/1
