nkill,nwound,year,month,nattack,day,country,idate
0,0,1995,6,1,1,GTM,1995/6/1
0,0,1995,7,16,1,GTM,1995/7/1
0,0,1995,10,1,1,GTM,1995/10/1
1,0,1995,11,1,1,GTM,1995/11/1
0,1,1995,12,1,1,GTM,1995/12/1
1,6,1996,1,2,1,GTM,1996/1/1
0,0,1996,2,1,1,GTM,1996/2/1
0,0,1996,5,2,1,GTM,1996/5/1
0,0,1996,8,2,1,GTM,1996/8/1
0,0,1996,11,1,1,GTM,1996/11/1
1,0,1997,1,1,1,GTM,1997/1/1
2,0,1997,3,1,1,GTM,1997/3/1
0,0,1997,7,1,1,GTM,1997/7/1
0,0,1997,8,1,1,GTM,1997/8/1
0,0,1997,10,1,1,GTM,1997/10/1
4,2,1997,11,3,1,GTM,1997/11/1
1,0,1996,2,1,1,GTM,1996/2/1
0,0,1992,10,1,1,GIN,1992/10/1
0,0,1994,1,1,1,GIN,1994/1/1
2,0,1996,5,1,1,GIN,1996/5/1
108,29,2000,9,3,1,GIN,2000/9/1
10,3,2000,11,4,1,GIN,2000/11/1
48,,2000,12,1,1,GIN,2000/12/1
0,0,2005,1,1,1,GIN,2005/1/1
0,0,2013,3,1,1,GIN,2013/3/1
0,0,1992,2,1,1,GIN,1992/2/1
0,0,2013,3,1,1,GIN,2013/3/1
2,20,1994,3,1,1,GIN,1994/3/1
0,0,2000,9,1,1,GIN,2000/9/1
40,0,2000,12,3,1,GIN,2000/12/1
11,12,2006,3,1,1,GNB,2006/3/1
0,0,2001,2,1,1,GNB,2001/2/1
1,,2003,2,1,1,GNB,2003/2/1
3,15,2005,7,4,1,GNB,2005/7/1
1,0,2009,6,1,1,GNB,2009/6/1
1,0,2012,3,1,1,GNB,2012/3/1
0,0,1997,12,1,1,GUY,1997/12/1
0,1,1998,1,2,1,GUY,1998/1/1
0,0,2001,4,1,1,GUY,2001/4/1
4,6,2002,9,1,1,GUY,2002/9/1
0,0,2003,4,1,1,GUY,2003/4/1
1,0,2006,1,1,1,GUY,2006/1/1
5,,2006,8,1,1,GUY,2006/8/1
11,5,2008,1,2,1,GUY,2008/1/1
12,7,2008,2,1,1,GUY,2008/2/1
0,0,1992,10,1,1,GUY,1992/10/1
0,1,1992,3,1,1,GUY,1992/3/1
0,0,1992,10,2,1,GUY,1992/10/1
1,1,1992,11,4,1,HTI,1992/11/1
0,0,1994,7,1,1,HTI,1994/7/1
10,43,1994,9,2,1,HTI,1994/9/1
1,1,1994,11,1,1,HTI,1994/11/1
0,2,1996,8,4,1,HTI,1996/8/1
0,0,1998,9,1,1,HTI,1998/9/1
0,0,2000,5,1,1,HTI,2000/5/1
1,14,2000,11,5,1,HTI,2000/11/1
0,2,2001,1,4,1,HTI,2001/1/1
2,0,1992,1,2,1,HTI,1992/1/1
0,0,1992,2,1,1,HTI,1992/2/1
0,0,1992,3,1,1,HTI,1992/3/1
5,3,1992,5,6,1,HTI,1992/5/1
4,2,1992,8,3,1,HTI,1992/8/1
2,0,1992,9,2,1,HTI,1992/9/1
1,0,1992,12,2,1,HTI,1992/12/1
25,0,1994,3,1,1,HTI,1994/3/1
0,0,1994,4,1,1,HTI,1994/4/1
1,0,1994,5,1,1,HTI,1994/5/1
12,0,1994,7,1,1,HTI,1994/7/1
2,0,1994,8,2,1,HTI,1994/8/1
6,0,1994,9,2,1,HTI,1994/9/1
2,1,1994,11,1,1,HTI,1994/11/1
0,0,1995,1,3,1,HTI,1995/1/1
1,2,1995,2,3,1,HTI,1995/2/1
3,16,1995,3,5,1,HTI,1995/3/1
2,0,1995,5,2,1,HTI,1995/5/1
1,0,1995,6,1,1,HTI,1995/6/1
0,1,1995,7,1,1,HTI,1995/7/1
0,1,1995,8,1,1,HTI,1995/8/1
1,1,1995,10,1,1,HTI,1995/10/1
0,0,1995,11,1,1,HTI,1995/11/1
2,6,1995,12,5,1,HTI,1995/12/1
1,1,1996,1,2,1,HTI,1996/1/1
2,0,1996,4,2,1,HTI,1996/4/1
4,1,1996,5,6,1,HTI,1996/5/1
1,0,1996,6,2,1,HTI,1996/6/1
1,0,1996,7,1,1,HTI,1996/7/1
5,3,1996,8,6,1,HTI,1996/8/1
3,2,1997,2,1,1,HTI,1997/2/1
1,0,1997,3,1,1,HTI,1997/3/1
1,1,1997,4,3,1,HTI,1997/4/1
1,1,1997,7,3,1,HTI,1997/7/1
0,1,1997,8,1,1,HTI,1997/8/1
2,0,1997,10,2,1,HTI,1997/10/1
1,1,1999,1,1,1,HTI,1999/1/1
0,0,1999,4,1,1,HTI,1999/4/1
0,1,1999,9,1,1,HTI,1999/9/1
2,1,1999,10,2,1,HTI,1999/10/1
3,1,2000,4,2,1,HTI,2000/4/1
1,0,2000,5,1,1,HTI,2000/5/1
0,1,2002,5,1,1,HTI,2002/5/1
4,1,2003,7,1,1,HTI,2003/7/1
1,,2004,2,1,1,HTI,2004/2/1
6,30,2004,3,1,1,HTI,2004/3/1
1,,2005,10,1,1,HTI,2005/10/1
2,1,2006,1,1,1,HTI,2006/1/1
1,0,2007,4,1,1,HTI,2007/4/1
0,1,2007,11,1,1,HTI,2007/11/1
0,0,1992,5,1,1,HTI,1992/5/1
0,0,1992,6,1,1,HTI,1992/6/1
0,0,1994,10,2,1,HTI,1994/10/1
0,0,1995,6,1,1,HTI,1995/6/1
0,0,1995,11,1,1,HTI,1995/11/1
0,0,1995,12,1,1,HTI,1995/12/1
0,0,1996,9,3,1,HTI,1996/9/1
0,0,1997,2,1,1,HTI,1997/2/1
0,0,2001,3,1,1,HTI,2001/3/1
0,0,2002,5,1,1,HTI,2002/5/1
0,0,2003,10,4,1,HTI,2003/10/1
2,0,1992,8,1,1,HTI,1992/8/1
0,0,1994,3,1,1,HTI,1994/3/1
5,0,1994,9,1,1,HTI,1994/9/1
3,1,1994,10,3,1,HTI,1994/10/1
1,1,1995,2,1,1,HTI,1995/2/1
0,10,1995,4,2,1,HTI,1995/4/1
2,0,1995,9,1,1,HTI,1995/9/1
0,1,1995,10,1,1,HTI,1995/10/1
0,0,1997,1,1,1,HTI,1997/1/1
0,5,1997,5,1,1,HTI,1997/5/1
1,0,1992,1,1,1,HTI,1992/1/1
0,1,1992,8,1,1,HTI,1992/8/1
0,0,1992,10,1,1,HTI,1992/10/1
2,1,1994,8,2,1,HTI,1994/8/1
0,2,1994,9,2,1,HTI,1994/9/1
0,1,1994,11,1,1,HTI,1994/11/1
1,0,1995,1,1,1,HTI,1995/1/1
1,1,1995,7,1,1,HTI,1995/7/1
1,0,1995,12,1,1,HTI,1995/12/1
0,0,1996,5,1,1,HTI,1996/5/1
0,0,1997,1,1,1,HTI,1997/1/1
1,1,1997,3,1,1,HTI,1997/3/1
18,0,1994,10,2,1,HTI,1994/10/1
0,0,1992,5,1,1,HND,1992/5/1
0,3,1992,8,1,1,HND,1992/8/1
1,1,1992,9,1,1,HND,1992/9/1
0,0,1994,3,1,1,HND,1994/3/1
5,26,1994,7,1,1,HND,1994/7/1
0,0,1994,8,1,1,HND,1994/8/1
0,0,1995,3,2,1,HND,1995/3/1
0,0,1995,4,1,1,HND,1995/4/1
0,0,1996,3,1,1,HND,1996/3/1
0,0,1996,6,1,1,HND,1996/6/1
0,0,1996,10,3,1,HND,1996/10/1
1,17,1996,11,2,1,HND,1996/11/1
0,12,1996,12,6,1,HND,1996/12/1
0,0,1997,1,2,1,HND,1997/1/1
0,0,1997,2,5,1,HND,1997/2/1
0,12,1997,9,1,1,HND,1997/9/1
0,0,1997,11,2,1,HND,1997/11/1
2,1,2009,11,8,1,HND,2009/11/1
0,0,2013,8,1,1,HND,2013/8/1
0,0,1992,1,1,1,HND,1992/1/1
2,0,1992,5,2,1,HND,1992/5/1
1,1,1992,7,1,1,HND,1992/7/1
0,0,1992,10,1,1,HND,1992/10/1
5,0,1994,5,1,1,HND,1994/5/1
5,0,1995,9,5,1,HND,1995/9/1
3,0,1995,10,3,1,HND,1995/10/1
7,0,1996,4,1,1,HND,1996/4/1
1,0,1996,6,1,1,HND,1996/6/1
1,0,1996,8,1,1,HND,1996/8/1
0,0,1996,10,1,1,HND,1996/10/1
1,0,1996,12,2,1,HND,1996/12/1
0,1,1997,1,2,1,HND,1997/1/1
8,0,1997,3,1,1,HND,1997/3/1
2,1,1997,4,5,1,HND,1997/4/1
2,3,1997,8,1,1,HND,1997/8/1
1,0,1997,10,1,1,HND,1997/10/1
0,0,2002,5,1,1,HND,2002/5/1
28,14,2004,12,1,1,HND,2004/12/1
2,0,2011,12,1,1,HND,2011/12/1
5,0,2013,11,1,1,HND,2013/11/1
0,1,2014,5,1,1,HND,2014/5/1
0,0,1992,5,2,1,HND,1992/5/1
1,0,1992,2,1,1,HND,1992/2/1
0,1,1997,6,1,1,HND,1997/6/1
0,0,1992,5,1,1,HND,1992/5/1
0,0,1994,4,1,1,HND,1994/4/1
0,0,1994,9,1,1,HND,1994/9/1
0,2,1995,1,1,1,HND,1995/1/1
1,0,1997,3,1,1,HND,1997/3/1
0,46,2008,12,1,1,CHN,2008/12/1
0,1,2000,11,1,1,CHN,2000/11/1
0,0,2001,1,1,1,CHN,2001/1/1
0,1,2005,11,1,1,CHN,2005/11/1
0,0,1992,8,1,1,CHN,1992/8/1
0,0,1992,9,2,1,CHN,1992/9/1
2,3,1994,10,1,1,CHN,1994/10/1
0,0,1994,2,1,1,CHN,1994/2/1
0,0,1995,6,1,1,CHN,1995/6/1
0,16,2000,8,1,1,CHN,2000/8/1
0,2,1996,5,1,1,CHN,1996/5/1
0,1,1996,10,1,1,CHN,1996/10/1
1,0,1992,1,1,1,CHN,1992/1/1
0,0,1992,12,2,1,CHN,1992/12/1
0,1,1994,4,1,1,CHN,1994/4/1
1,0,1994,9,1,1,CHN,1994/9/1
0,2,1996,10,1,1,CHN,1996/10/1
0,0,1994,6,1,1,HUN,1994/6/1
0,0,1994,7,1,1,HUN,1994/7/1
0,0,1996,8,1,1,HUN,1996/8/1
0,4,1996,10,6,1,HUN,1996/10/1
0,0,1996,11,1,1,HUN,1996/11/1
0,0,1996,12,1,1,HUN,1996/12/1
2,0,1997,1,4,1,HUN,1997/1/1
0,0,1997,2,3,1,HUN,1997/2/1
0,0,1997,3,1,1,HUN,1997/3/1
0,0,1997,6,5,1,HUN,1997/6/1
0,0,1998,3,1,1,HUN,1998/3/1
0,0,1998,6,1,1,HUN,1998/6/1
1,1,2001,6,1,1,HUN,2001/6/1
0,0,2014,1,1,1,HUN,2014/1/1
0,2,1996,11,2,1,HUN,1996/11/1
0,1,1997,8,1,1,HUN,1997/8/1
0,0,2008,4,1,1,HUN,2008/4/1
0,0,1997,1,1,1,HUN,1997/1/1
0,0,1997,2,1,1,HUN,1997/2/1
0,0,2008,4,1,1,HUN,2008/4/1
2,0,2009,2,1,1,HUN,2009/2/1
0,1,1996,4,1,1,HUN,1996/4/1
0,1,1996,11,1,1,HUN,1996/11/1
1,1,1997,8,1,1,HUN,1997/8/1
0,1,1992,8,1,1,HUN,1992/8/1
0,0,2012,1,1,1,,2012/1/1
0,0,2014,4,1,1,,2014/4/1
2,0,1999,8,1,1,IND,1999/8/1
0,4,2001,8,2,1,IND,2001/8/1
3,0,2003,6,3,1,IND,2003/6/1
0,0,2010,11,1,1,IND,2010/11/1
0,4,2013,3,1,1,IND,2013/3/1
0,3,2014,12,1,1,IND,2014/12/1
10,78,1992,1,9,1,IND,1992/1/1
4,44,1992,2,6,1,IND,1992/2/1
2,5,1992,3,6,1,IND,1992/3/1
17,72,1992,4,8,1,IND,1992/4/1
16,1,1992,5,4,1,IND,1992/5/1
17,2,1992,6,1,1,IND,1992/6/1
1,6,1992,7,2,1,IND,1992/7/1
9,19,1992,8,4,1,IND,1992/8/1
22,55,1992,9,5,1,IND,1992/9/1
54,113,1992,10,7,1,IND,1992/10/1
40,30,1992,11,3,1,IND,1992/11/1
1,9,1992,12,3,1,IND,1992/12/1
4,40,1994,1,5,1,IND,1994/1/1
3,35,1994,2,1,1,IND,1994/2/1
13,0,1994,3,2,1,IND,1994/3/1
3,6,1994,4,3,1,IND,1994/4/1
13,8,1994,5,5,1,IND,1994/5/1
6,32,1994,6,2,1,IND,1994/6/1
29,1,1994,7,3,1,IND,1994/7/1
13,63,1994,8,3,1,IND,1994/8/1
4,4,1994,9,3,1,IND,1994/9/1
1,2,1994,10,3,1,IND,1994/10/1
28,42,1994,11,6,1,IND,1994/11/1
15,42,1994,12,7,1,IND,1994/12/1
16,62,1995,1,3,1,IND,1995/1/1
36,28,1995,2,8,1,IND,1995/2/1
28,5,1995,3,7,1,IND,1995/3/1
2,0,1995,4,1,1,IND,1995/4/1
7,8,1995,5,4,1,IND,1995/5/1
8,2,1995,6,1,1,IND,1995/6/1
27,88,1995,7,7,1,IND,1995/7/1
16,74,1995,8,16,1,IND,1995/8/1
14,82,1995,9,8,1,IND,1995/9/1
12,23,1995,10,4,1,IND,1995/10/1
2,34,1995,11,3,1,IND,1995/11/1
0,22,1995,12,1,1,IND,1995/12/1
15,42,1996,1,5,1,IND,1996/1/1
18,1,1996,2,5,1,IND,1996/2/1
14,109,1996,3,6,1,IND,1996/3/1
32,94,1996,4,18,1,IND,1996/4/1
47,176,1996,5,18,1,IND,1996/5/1
0,13,1996,6,2,1,IND,1996/6/1
11,134,1996,7,5,1,IND,1996/7/1
3,5,1996,8,3,1,IND,1996/8/1
3,69,1996,9,27,1,IND,1996/9/1
22,25,1996,10,7,1,IND,1996/10/1
6,16,1996,11,4,1,IND,1996/11/1
56,139,1996,12,11,1,IND,1996/12/1
30,42,1997,1,9,1,IND,1997/1/1
5,84,1997,2,7,1,IND,1997/2/1
33,87,1997,3,8,1,IND,1997/3/1
3,25,1997,4,4,1,IND,1997/4/1
5,15,1997,5,3,1,IND,1997/5/1
24,75,1997,6,14,1,IND,1997/6/1
64,168,1997,7,15,1,IND,1997/7/1
26,55,1997,8,16,1,IND,1997/8/1
23,278,1997,10,15,1,IND,1997/10/1
48,156,1997,11,10,1,IND,1997/11/1
37,258,1997,12,9,1,IND,1997/12/1
0,44,1998,1,1,1,IND,1998/1/1
47,120,1998,2,16,1,IND,1998/2/1
16.5,29,1998,7,2,1,IND,1998/7/1
3,27,1998,8,2,1,IND,1998/8/1
3,1,1998,9,2,1,IND,1998/9/1
28,17,1998,10,3,1,IND,1998/10/1
7,59,1998,11,6,1,IND,1998/11/1
17,47,1998,12,2,1,IND,1998/12/1
2,1,1999,1,1,1,IND,1999/1/1
5,33,1999,4,1,1,IND,1999/4/1
0,0,1999,5,5,1,IND,1999/5/1
26,134,1999,6,8,1,IND,1999/6/1
7,35,1999,7,8,1,IND,1999/7/1
26,61,1999,8,13,1,IND,1999/8/1
4,32,1999,9,6,1,IND,1999/9/1
13,35,1999,10,7,1,IND,1999/10/1
26,166,1999,11,5,1,IND,1999/11/1
8,13,1999,12,8,1,IND,1999/12/1
24,62,2000,1,11,1,IND,2000/1/1
49,27,2000,2,8,1,IND,2000/2/1
20,11,2000,3,6,1,IND,2000/3/1
4,46,2000,4,8,1,IND,2000/4/1
13,59,2000,5,10,1,IND,2000/5/1
13,18,2000,6,9,1,IND,2000/6/1
20,25,2000,7,6,1,IND,2000/7/1
26,111,2000,8,10,1,IND,2000/8/1
11,22,2000,9,7,1,IND,2000/9/1
5,42,2000,10,7,1,IND,2000/10/1
11,5,2000,11,2,1,IND,2000/11/1
20,75,2000,12,10,1,IND,2000/12/1
21,101,2001,1,9,1,IND,2001/1/1
26,13,2001,2,5,1,IND,2001/2/1
22,22,2001,3,5,1,IND,2001/3/1
19,61,2001,4,11,1,IND,2001/4/1
15,19,2001,5,10,1,IND,2001/5/1
6,122,2001,6,3,1,IND,2001/6/1
0,9,2001,7,1,1,IND,2001/7/1
48,112,2001,8,22,1,IND,2001/8/1
39,178,2001,9,13,1,IND,2001/9/1
46,105,2001,10,6,1,IND,2001/10/1
32,66,2001,11,11,1,IND,2001/11/1
12,66,2001,12,6,1,IND,2001/12/1
24,100,2002,1,13,1,IND,2002/1/1
0,8,2002,2,4,1,IND,2002/2/1
25,94,2002,3,5,1,IND,2002/3/1
8,51,2002,4,4,1,IND,2002/4/1
10,17,2002,5,9,1,IND,2002/5/1
13,58,2002,6,8,1,IND,2002/6/1
46,108,2002,7,12,1,IND,2002/7/1
32,146,2002,8,10,1,IND,2002/8/1
40,95,2002,9,6,1,IND,2002/9/1
7,17,2002,10,5,1,IND,2002/10/1
69,165,2002,11,20,1,IND,2002/11/1
3,78,2002,12,7,1,IND,2002/12/1
12,109,2003,1,21,1,IND,2003/1/1
5,4,2003,2,2,1,IND,2003/2/1
31,176,2003,3,15,1,IND,2003/3/1
18,78,2003,4,10,1,IND,2003/4/1
8,97,2003,5,11,1,IND,2003/5/1
5,54,2003,6,3,1,IND,2003/6/1
26,104,2003,7,8,1,IND,2003/7/1
54,158,2003,8,2,1,IND,2003/8/1
34,82,2003,9,9,1,IND,2003/9/1
3,120,2003,10,5,1,IND,2003/10/1
3,26,2003,11,6,1,IND,2003/11/1
2,28,2003,12,2,1,IND,2003/12/1
16,89,2004,1,8,1,IND,2004/1/1
5,51,2004,2,4,1,IND,2004/2/1
2,40,2004,3,1,1,IND,2004/3/1
47,167,2004,4,13,1,IND,2004/4/1
32,46,2004,5,5,1,IND,2004/5/1
26,103,2004,6,9,1,IND,2004/6/1
8,81,2004,7,8,1,IND,2004/7/1
17,107,2004,8,11,1,IND,2004/8/1
15,54,2004,10,3,1,IND,2004/10/1
1,25,2004,11,2,1,IND,2004/11/1
23,119,2004,12,5,1,IND,2004/12/1
16,71,2005,1,14,1,IND,2005/1/1
6,25,2005,2,2,1,IND,2005/2/1
2,18,2005,3,5,1,IND,2005/3/1
3,27,2005,4,5,1,IND,2005/4/1
16,215,2005,5,9,1,IND,2005/5/1
23,258,2005,6,7,1,IND,2005/6/1
12,66,2005,7,6,1,IND,2005/7/1
7,44,2005,8,21,1,IND,2005/8/1
31,39,2005,9,3,1,IND,2005/9/1
117,188,2005,10,6,1,IND,2005/10/1
9,123,2005,11,3,1,IND,2005/11/1
0,15,2006,1,15,1,IND,2006/1/1
60,65,2006,2,6,1,IND,2006/2/1
33,123,2006,3,4,1,IND,2006/3/1
5,84,2006,4,12,1,IND,2006/4/1
35,184,2006,5,12,1,IND,2006/5/1
15,72,2006,6,7,1,IND,2006/6/1
200,885,2006,7,6,1,IND,2006/7/1
13,117,2006,8,8,1,IND,2006/8/1
25,32,2006,9,5,1,IND,2006/9/1
21,129,2006,10,9,1,IND,2006/10/1
45,266,2006,11,11,1,IND,2006/11/1
41,27,2006,12,6,1,IND,2006/12/1
12,114,2007,1,13,1,IND,2007/1/1
7,3,2007,2,4,1,IND,2007/2/1
2,12,2007,3,3,1,IND,2007/3/1
22,63,2007,4,7,1,IND,2007/4/1
30,126,2007,5,6,1,IND,2007/5/1
5,95,2007,6,11,1,IND,2007/6/1
12,56,2007,7,7,1,IND,2007/7/1
43,142,2007,8,7,1,IND,2007/8/1
12,88,2007,9,5,1,IND,2007/9/1
17,117,2007,10,7,1,IND,2007/10/1
75,261,2007,11,18,1,IND,2007/11/1
5,5,2007,12,1,1,IND,2007/12/1
0,12,2008,1,3,1,IND,2008/1/1
0,10,2008,2,1,1,IND,2008/2/1
18,128,2008,3,12,1,IND,2008/3/1
6,68,2008,4,12,1,IND,2008/4/1
15,30,2008,5,20,1,IND,2008/5/1
13,72,2008,6,25,1,IND,2008/6/1
34,111,2008,7,54,1,IND,2008/7/1
6,3,2008,8,21,1,IND,2008/8/1
35,254,2008,9,30,1,IND,2008/9/1
74,383,2008,10,23,1,IND,2008/10/1
92,182,2008,11,28,1,IND,2008/11/1
3,42,2008,12,16,1,IND,2008/12/1
15,66,2009,1,17,1,IND,2009/1/1
3,14,2009,2,13,1,IND,2009/2/1
3,75,2009,3,19,1,IND,2009/3/1
40,106,2009,4,43,1,IND,2009/4/1
38,23,2009,5,21,1,IND,2009/5/1
42,35,2009,6,22,1,IND,2009/6/1
10,15,2009,7,20,1,IND,2009/7/1
0,5,2009,8,16,1,IND,2009/8/1
6,8,2009,9,17,1,IND,2009/9/1
7,2,2009,10,29,1,IND,2009/10/1
17,135,2009,11,18,1,IND,2009/11/1
19,97,2009,12,14,1,IND,2009/12/1
12,30,2010,1,24,1,IND,2010/1/1
19,56,2010,2,16,1,IND,2010/2/1
2,14,2010,3,16,1,IND,2010/3/1
10,35,2010,4,28,1,IND,2010/4/1
51,14,2010,5,17,1,IND,2010/5/1
0,8,2010,6,7,1,IND,2010/6/1
13,57,2010,7,21,1,IND,2010/7/1
7,0,2010,8,9,1,IND,2010/8/1
0,8,2010,9,17,1,IND,2010/9/1
10,16,2010,10,13,1,IND,2010/10/1
17,19,2010,11,31,1,IND,2010/11/1
7,42,2010,12,14,1,IND,2010/12/1
2,6,2011,1,15,1,IND,2011/1/1
5,19,2011,2,22,1,IND,2011/2/1
0,5,2011,3,19,1,IND,2011/3/1
2,8,2011,4,26,1,IND,2011/4/1
45,52,2011,5,27,1,IND,2011/5/1
6,10,2011,6,13,1,IND,2011/6/1
28,234,2011,7,16,1,IND,2011/7/1
5,9,2011,8,19,1,IND,2011/8/1
15,64,2011,9,14,1,IND,2011/9/1
4,16,2011,10,11,1,IND,2011/10/1
3,11,2011,11,6,1,IND,2011/11/1
11,1,2011,12,17,1,IND,2011/12/1
18,31,2012,1,32,1,IND,2012/1/1
10,15,2012,2,15,1,IND,2012/2/1
19,60,2012,3,20,1,IND,2012/3/1
4,14,2012,4,22,1,IND,2012/4/1
18,48,2012,5,42,1,IND,2012/5/1
10,70,2012,6,27,1,IND,2012/6/1
8,60,2012,7,24,1,IND,2012/7/1
4,32,2012,8,49,1,IND,2012/8/1
11,65,2012,9,41,1,IND,2012/9/1
10,41,2012,10,36,1,IND,2012/10/1
7,37,2012,11,31,1,IND,2012/11/1
1,8,2012,12,13,1,IND,2012/12/1
9,24,2013,1,40,1,IND,2013/1/1
28,132,2013,2,28,1,IND,2013/2/1
12,20,2013,3,18,1,IND,2013/3/1
2,44,2013,4,42,1,IND,2013/4/1
17,43,2013,5,20,1,IND,2013/5/1
15,48,2013,6,20,1,IND,2013/6/1
24,79,2013,7,44,1,IND,2013/7/1
6,26,2013,8,32,1,IND,2013/8/1
20,36,2013,9,22,1,IND,2013/9/1
20,100,2013,10,32,1,IND,2013/10/1
21,34,2013,11,51,1,IND,2013/11/1
14,34,2013,12,20,1,IND,2013/12/1
3,31,2014,1,32,1,IND,2014/1/1
10,26,2014,2,23,1,IND,2014/2/1
19,21,2014,3,25,1,IND,2014/3/1
26,62,2014,4,76,1,IND,2014/4/1
10,68.5,2014,5,35,1,IND,2014/5/1
5,30,2014,6,26,1,IND,2014/6/1
7,26,2014,7,26,1,IND,2014/7/1
4,22,2014,8,25,1,IND,2014/8/1
6,21,2014,9,23,1,IND,2014/9/1
6,19,2014,10,20,1,IND,2014/10/1
20,65,2014,11,41,1,IND,2014/11/1
13,44,2014,12,37,1,IND,2014/12/1
0,0,1994,1,1,1,IND,1994/1/1
21,41,1992,1,5,1,IND,1992/1/1
74,20,1992,2,12,1,IND,1992/2/1
79,51,1992,3,14,1,IND,1992/3/1
67,44,1992,4,24,1,IND,1992/4/1
80,118,1992,5,21,1,IND,1992/5/1
24,0,1992,6,4,1,IND,1992/6/1
22,4,1992,7,8,1,IND,1992/7/1
121,3,1992,8,19,1,IND,1992/8/1
20,16,1992,9,8,1,IND,1992/9/1
80,38,1992,10,17,1,IND,1992/10/1
37,0,1992,11,3,1,IND,1992/11/1
54,4,1992,12,9,1,IND,1992/12/1
26,13,1994,1,4,1,IND,1994/1/1
1,0,1994,2,1,1,IND,1994/2/1
1,0,1994,3,2,1,IND,1994/3/1
8,3,1994,4,4,1,IND,1994/4/1
23,0,1994,5,6,1,IND,1994/5/1
1,0,1994,6,2,1,IND,1994/6/1
71,100,1994,7,2,1,IND,1994/7/1
3,0,1994,8,2,1,IND,1994/8/1
1,1,1994,9,2,1,IND,1994/9/1
0,0,1994,10,2,1,IND,1994/10/1
16,0,1994,12,2,1,IND,1994/12/1
16,9,1995,1,2,1,IND,1995/1/1
18,37,1995,2,9,1,IND,1995/2/1
23,47,1995,3,5,1,IND,1995/3/1
10,1,1995,4,2,1,IND,1995/4/1
6,0,1995,5,1,1,IND,1995/5/1
13,20,1995,6,1,1,IND,1995/6/1
5,4,1995,7,1,1,IND,1995/7/1
2,2,1995,8,2,1,IND,1995/8/1
2,1,1995,9,3,1,IND,1995/9/1
0,0,1995,10,1,1,IND,1995/10/1
11,1,1995,11,5,1,IND,1995/11/1
2,3,1995,12,2,1,IND,1995/12/1
23,11,1996,1,3,1,IND,1996/1/1
0,0,1996,2,1,1,IND,1996/2/1
16,5,1996,3,2,1,IND,1996/3/1
20,2,1996,4,7,1,IND,1996/4/1
44,11,1996,5,11,1,IND,1996/5/1
34,8,1996,7,4,1,IND,1996/7/1
30,7,1996,8,3,1,IND,1996/8/1
4,5,1996,9,6,1,IND,1996/9/1
9,1,1996,10,3,1,IND,1996/10/1
34,3,1996,11,5,1,IND,1996/11/1
56,48,1996,12,4,1,IND,1996/12/1
25,18,1997,1,7,1,IND,1997/1/1
41,29,1997,2,6,1,IND,1997/2/1
30,1,1997,3,8,1,IND,1997/3/1
20,15,1997,4,4,1,IND,1997/4/1
35,1,1997,5,4,1,IND,1997/5/1
21,10,1997,6,2,1,IND,1997/6/1
41,20,1997,7,5,1,IND,1997/7/1
32,1,1997,8,7,1,IND,1997/8/1
51,0,1997,9,4,1,IND,1997/9/1
3,0,1997,10,1,1,IND,1997/10/1
37,2,1997,11,8,1,IND,1997/11/1
89,17,1997,12,3,1,IND,1997/12/1
5,,1998,2,1,1,IND,1998/2/1
39,,1998,4,2,1,IND,1998/4/1
9,0,1998,5,2,1,IND,1998/5/1
25,6,1998,6,1,1,IND,1998/6/1
24,8,1998,7,3,1,IND,1998/7/1
87,14,1998,8,7,1,IND,1998/8/1
41,15,1998,10,6,1,IND,1998/10/1
11,24,1998,11,2,1,IND,1998/11/1
20,5,1999,2,2,1,IND,1999/2/1
56,8,1999,3,6,1,IND,1999/3/1
31,,1999,4,1,1,IND,1999/4/1
39,6,1999,5,5,1,IND,1999/5/1
12,0,1999,6,1,1,IND,1999/6/1
69,14,1999,7,7,1,IND,1999/7/1
5,0,1999,8,6,1,IND,1999/8/1
12,0,1999,9,3,1,IND,1999/9/1
29,8,1999,10,4,1,IND,1999/10/1
33,20,1999,11,5,1,IND,1999/11/1
7,13,1999,12,2,1,IND,1999/12/1
21,4,2000,1,5,1,IND,2000/1/1
13,7,2000,2,3,1,IND,2000/2/1
80,22,2000,3,7,1,IND,2000/3/1
13,13,2000,4,3,1,IND,2000/4/1
27,0,2000,5,2,1,IND,2000/5/1
29,6,2000,6,6,1,IND,2000/6/1
8,0,2000,7,5,1,IND,2000/7/1
53,103,2000,8,7,1,IND,2000/8/1
52,17,2000,9,10,1,IND,2000/9/1
31,19,2000,10,6,1,IND,2000/10/1
67,25,2000,11,11,1,IND,2000/11/1
34,18,2000,12,5,1,IND,2000/12/1
25,55,2001,1,8,1,IND,2001/1/1
10,7,2001,2,5,1,IND,2001/2/1
32,17,2001,3,8,1,IND,2001/3/1
29,17,2001,4,6,1,IND,2001/4/1
25,15,2001,6,6,1,IND,2001/6/1
31,23,2001,7,3,1,IND,2001/7/1
127,79,2001,8,68,1,IND,2001/8/1
14,9,2001,9,2,1,IND,2001/9/1
12,9,2001,10,4,1,IND,2001/10/1
14,7,2001,11,5,1,IND,2001/11/1
36,21,2001,12,6,1,IND,2001/12/1
42,27,2002,1,9,1,IND,2002/1/1
26,19,2002,2,9,1,IND,2002/2/1
4,0,2002,3,2,1,IND,2002/3/1
14,7,2002,4,4,1,IND,2002/4/1
