iyear,imonth,iday,gname,nkill,nwound,longitude,latitude,country_txt,city,casualty
2014,8,8,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.522172,3.420407,Colombia,Cali,0
2014,8,14,Revolutionary Armed Forces of Colombia (FARC),0,0,-71.070114,4.585493,Colombia,El Viento,0
2014,8,14,Revolutionary Armed Forces of Colombia (FARC),0,0,-77.734463,1.641284,Colombia,Unknown,0
2014,8,15,Revolutionary Armed Forces of Colombia (FARC),0,0,-72.89780999999999,8.999799000000001,Colombia,La Gabarra Corregimiento,0
2014,8,15,Revolutionary Armed Forces of Colombia (FARC),0,10,-78.767587,1.808832,Colombia,Tumaco,10
2014,8,21,Revolutionary Armed Forces of Colombia (FARC),3,0,-76.983333,2.1166669999999996,Colombia,El Bordo,3
2014,8,25,Revolutionary Armed Forces of Colombia (FARC),3,4,-71.428526,7.027777,Colombia,Arauquita district,7
2014,8,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-71.000519,6.545923999999999,Colombia,Unknown,0
2014,8,26,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.983333,2.1166669999999996,Colombia,El Bordo district,0
2014,8,27,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.426826,6.961684,Colombia,Yarumal district,0
2014,8,27,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.41364899999999,6.962864,Colombia,La Milra de Manicomio,0
2014,8,27,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.47719599999999,3.913644,Colombia,Guadualito,0
2014,8,29,Revolutionary Armed Forces of Colombia (FARC),0,4,-75.464179,1.403468,Colombia,La Montanita,4
2014,8,29,Revolutionary Armed Forces of Colombia (FARC),1,1,-77.74520799999999,1.6378979999999999,Colombia,Unknown,2
2014,8,30,Revolutionary Armed Forces of Colombia (FARC),0,3,-75.6053,1.61456,Colombia,Florencia district,3
2014,9,5,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.687562,7.011961,Colombia,Toledo,0
2014,9,6,Revolutionary Armed Forces of Colombia (FARC),1,2,-75.2406,6.81429,Colombia,Guadalupe,3
2014,9,6,Revolutionary Armed Forces of Colombia (FARC),0,1,-75.90835799999999,7.0228779999999995,Colombia,Peque,1
2014,9,6,Revolutionary Armed Forces of Colombia (FARC),1,0,-75.290872,2.925749,Colombia,Neiva,1
2014,9,7,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.687562,7.011961,Colombia,Toledo,0
2014,9,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.145833,7.073611,Colombia,Anori,0
2014,9,10,Revolutionary Armed Forces of Colombia (FARC),0,3,-76.684247,6.439985,Colombia,Vigia del Fuerte district,3
2014,9,16,Revolutionary Armed Forces of Colombia (FARC),7,5,-75.883894,7.826449,Colombia,Tierradentro,12
2014,9,16,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.316141,2.524159,Colombia,Algrecias,0
2014,9,21,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.526989,0.431183,Colombia,Unknown,0
2014,9,21,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.526989,0.431183,Colombia,Unknown,0
2014,9,23,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.526989,0.431183,Colombia,Unknown,0
2014,9,24,Revolutionary Armed Forces of Colombia (FARC),1,14,-77.30609,1.93514,Colombia,Leiva,15
2014,9,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.145833,7.073611,Colombia,Anori,0
2014,9,26,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.308934,7.448119,Colombia,El Doce,0
2014,9,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.29468299999999,2.989959,Colombia,El Colegio,0
2014,10,1,Revolutionary Armed Forces of Colombia (FARC),1,0,-76.30333,3.80084,Colombia,Sonso,1
2014,10,2,Revolutionary Armed Forces of Colombia (FARC),1,0,-76.403448,2.791269,Colombia,Caldono district,1
2014,10,1,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.992453,2.975011,Colombia,Vegalarga,0
2014,10,4,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.07204,2.547063,Colombia,San Andres de Pisimbala reservation,0
2014,10,5,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.452354,1.4071040000000001,Colombia,Holanda Alta,0
2014,10,6,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.13516899999999,3.067228,Colombia,Tello district,0
2014,10,7,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.380399,3.591047,Colombia,Ataco,0
2014,10,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.185775,3.0861549999999998,Colombia,Toribio district,0
2014,10,13,Revolutionary Armed Forces of Colombia (FARC),1,0,-74.76918,2.11317,Colombia,San Vicente del Caguan,1
2014,10,15,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.46663000000001,7.5834,Colombia,Cacahual,0
2014,10,17,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.920278,0.448982,Colombia,Valle del Guamuez district,0
2014,10,18,Revolutionary Armed Forces of Colombia (FARC),1,1,-75.585482,3.7503629999999997,Colombia,Chaparral district,2
2014,10,22,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.90499399999999,0.42543100000000006,Colombia,La Hormiga,0
2014,10,31,Revolutionary Armed Forces of Colombia (FARC),0,1,-76.26825,2.95485,Colombia,Toribio district,1
2014,10,31,Revolutionary Armed Forces of Colombia (FARC),0,3,-75.969492,2.263184,Colombia,La Vuelta del Suspiro,3
2014,11,4,Revolutionary Armed Forces of Colombia (FARC),0,9,-78.76893000000001,1.80813,Colombia,Tumaco,9
2014,11,4,Revolutionary Armed Forces of Colombia (FARC),0,9,-78.76472199999999,1.806656,Colombia,Tumaco,9
2014,11,5,Revolutionary Armed Forces of Colombia (FARC),2,0,-76.26825,2.95485,Colombia,Toribio district,2
2014,11,5,Revolutionary Armed Forces of Colombia (FARC),0,0,-77.74520799999999,1.6378979999999999,Colombia,Unknown,0
2014,11,5,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.04531,2.582881,Colombia,San Andres de Pisimbala,0
2014,11,6,Revolutionary Armed Forces of Colombia (FARC),1,3,-78.76893000000001,1.80813,Colombia,Tumaco district,4
2014,11,9,Revolutionary Armed Forces of Colombia (FARC),1,2,-71.72989,6.46052,Colombia,Tame district,3
2014,11,12,Revolutionary Armed Forces of Colombia (FARC),2,0,-75.4841,3.7246,Colombia,Chaparral district,2
2014,11,12,Revolutionary Armed Forces of Colombia (FARC),0,1,-72.73464,8.63781,Colombia,Tibu district,1
2014,11,12,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.647612,7.10429,Colombia,Chiri,0
2014,11,12,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.39941800000001,7.580349000000001,Colombia,Doradas Altas,0
2014,11,16,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.65809,5.692272,Colombia,Quibdo,0
2014,11,16,Revolutionary Armed Forces of Colombia (FARC),1,1,-74.985534,1.586802,Colombia,Guayabal,2
2014,11,19,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.34121800000001,7.198606,Colombia,Unknown,0
2014,11,20,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.957153,2.289671,Colombia,La Plata district,0
2014,11,22,Revolutionary Armed Forces of Colombia (FARC),1,6,-78.18520600000001,2.96924,Colombia,Gorgona,7
2014,11,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.25944399999999,3.173889,Colombia,El Palmar,0
2014,11,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.184609,3.42277,Colombia,Potrerito,0
2014,11,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.856943,1.914607,Colombia,Almaguer,0
2014,11,27,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.955889,2.364966,Colombia,Unknown,0
2014,11,29,Revolutionary Armed Forces of Colombia (FARC),2,0,-76.259395,3.173853,Colombia,Corinto district,2
2014,12,3,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.316114,2.524172,Colombia,Algeciras,0
2014,12,3,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.40897,3.03345,Colombia,Caloto,0
2014,12,14,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.89255,2.3889,Colombia,Villa lozada,0
2014,12,14,Revolutionary Armed Forces of Colombia (FARC),1,0,-77.24775,2.846342,Colombia,Lopez de Micay district,1
2014,12,17,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.19448,4.11584,Colombia,Agua Clara district,0
2014,12,19,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.48315699999999,2.796235,Colombia,Caldono district,0
2014,12,19,Revolutionary Armed Forces of Colombia (FARC),5,5,-76.482881,3.012639,Colombia,Vilachi,10
2014,12,17,Revolutionary Armed Forces of Colombia (FARC),0,0,-77.74520799999999,1.6378979999999999,Colombia,Unknown,0
1992,1,6,Revolutionary Armed Forces of Colombia (FARC),1,0,-74.075843,4.598052,Colombia,Bogota,1
1992,1,8,Revolutionary Armed Forces of Colombia (FARC),1,0,-76.23472199999999,3.322222,Colombia,Florida,1
1992,1,13,Revolutionary Armed Forces of Colombia (FARC),3,0,-75.154538,4.092517,Colombia,Unknown,3
1992,1,17,Revolutionary Armed Forces of Colombia (FARC),5,1,-73.619591,3.4605650000000003,Colombia,Fuente de Oro,6
1992,1,17,Revolutionary Armed Forces of Colombia (FARC),1,0,-73.37616,3.2694,Colombia,Puerto Lleras,1
1992,1,25,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.227643,3.250582,Colombia,Miranda,0
1992,3,7,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.52211899999999,3.420628,Colombia,Cali district,0
1992,3,7,Revolutionary Armed Forces of Colombia (FARC),0,0,-77.99332700000001,1.210589,Colombia,Ricaurte district,0
1992,3,7,Revolutionary Armed Forces of Colombia (FARC),0,0,,,Colombia,Unknown,0
1992,3,27,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.089095,4.6257150000000005,Colombia,Bogota,0
1992,3,27,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.089095,4.625719,Colombia,Bogota,0
1992,3,30,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.52211899999999,3.420628,Colombia,Cali,0
1992,4,1,Revolutionary Armed Forces of Colombia (FARC),3,13,-76.52211899999999,3.420628,Colombia,Cali,16
1992,4,12,Revolutionary Armed Forces of Colombia (FARC),2,6,-74.38643,4.4046400000000006,Colombia,Silvania,8
1992,4,12,Revolutionary Armed Forces of Colombia (FARC),6,3,-74.38643,4.4046400000000006,Colombia,Silvania,9
1992,4,13,Revolutionary Armed Forces of Colombia (FARC),7,0,-75.24112099999999,4.243193,Colombia,Rovira district,7
1992,4,13,Revolutionary Armed Forces of Colombia (FARC),4,0,-74.78296999999999,9.791910000000001,Colombia,Plato,4
1992,5,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.57217299999999,6.270526,Colombia,Medellin,0
1992,5,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.57217299999999,6.270526,Colombia,Medellin,0
1992,5,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.57217299999999,6.270526,Colombia,Medellin,0
1992,5,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.57217299999999,6.270526,Colombia,Medellin,0
1992,5,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.57217299999999,6.270526,Colombia,Medellin,0
1992,5,20,Revolutionary Armed Forces of Colombia (FARC),3,5,-76.26572,7.00063,Colombia,Dabeiba,8
1992,5,20,Revolutionary Armed Forces of Colombia (FARC),14,1,-75.18513,6.05703,Colombia,Cocorna district,15
1992,5,24,Revolutionary Armed Forces of Colombia (FARC),13,14,-76.26572,7.00063,Colombia,Dabeiba,27
1992,5,30,Revolutionary Armed Forces of Colombia (FARC),15,4,-72.86952,5.21389,Colombia,Chameza district,19
1992,5,31,Revolutionary Armed Forces of Colombia (FARC),6,0,,,Colombia,Unknown,6
1992,6,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.778319,10.981411999999999,Colombia,Barranquilla,0
1992,6,22,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.02972199999999,3.456944,Colombia,Mesa de Fernandez,0
1992,6,22,Revolutionary Armed Forces of Colombia (FARC),3,6,-73.79515,3.56375,Colombia,El Castillo,9
1992,7,3,Revolutionary Armed Forces of Colombia (FARC),3,0,-71.775544,6.792231,Colombia,Fortul,3
1992,8,11,Revolutionary Armed Forces of Colombia (FARC),3,4,-72.135729,2.89206,Colombia,Mapiripan,7
1992,8,17,Revolutionary Armed Forces of Colombia (FARC),8,0,-73.713362,4.351697,Colombia,El Calvario,8
1992,8,26,Revolutionary Armed Forces of Colombia (FARC),1,9,-73.873772,3.372457,Colombia,San Juan de Arama,10
1992,9,5,Revolutionary Armed Forces of Colombia (FARC),8,2,-73.63871999999999,4.151269999999999,Colombia,Villavicencio district,10
1992,9,5,Revolutionary Armed Forces of Colombia (FARC),5,0,,,Colombia,Cusco,5
1992,9,5,Revolutionary Armed Forces of Colombia (FARC),9,5,-73.63871999999999,4.151269999999999,Colombia,Villavicencio,14
1992,9,6,Revolutionary Armed Forces of Colombia (FARC),2,0,-73.63871999999999,4.151269999999999,Colombia,Villavicencio district,2
1992,10,23,Revolutionary Armed Forces of Colombia (FARC),1,0,-74.205384,11.242035000000001,Colombia,Santa Marta,1
1992,10,24,Revolutionary Armed Forces of Colombia (FARC),1,2,-75.28659,1.68448,Colombia,Doncello,3
1992,10,24,Revolutionary Armed Forces of Colombia (FARC),0,0,-72.967743,7.280183,Colombia,Charta,0
1992,10,25,Revolutionary Armed Forces of Colombia (FARC),5,0,-76.42671,8.85017,Colombia,Arboletes,5
1992,10,26,Revolutionary Armed Forces of Colombia (FARC),15,12,-75.28659,1.68448,Colombia,Doncello,27
1992,11,7,Revolutionary Armed Forces of Colombia (FARC),31,0,-75.52767,0.43595100000000003,Colombia,Unknown,31
1992,11,12,Revolutionary Armed Forces of Colombia (FARC),8,0,-73.36205,5.45394,Colombia,Unknown,8
1992,11,13,Revolutionary Armed Forces of Colombia (FARC),15,0,,,Colombia,Unknown,15
1992,11,13,Revolutionary Armed Forces of Colombia (FARC),12,0,-76.16685600000001,3.749597,Colombia,Ginebra,12
1992,12,16,Revolutionary Armed Forces of Colombia (FARC),8,0,-77.00389,1.14646,Colombia,Santiago,8
1992,12,16,Revolutionary Armed Forces of Colombia (FARC),5,0,-76.383404,8.283388,Colombia,San Pedro de Uraba,5
1992,12,24,Revolutionary Armed Forces of Colombia (FARC),4,1,-73.653621,6.643708,Colombia,Unknown,5
1992,12,24,Revolutionary Armed Forces of Colombia (FARC),1,0,-75.154538,4.092517,Colombia,Unknown,1
1992,12,25,Revolutionary Armed Forces of Colombia (FARC),6,6,-76.87191999999999,0.66643,Colombia,Orito,12
1992,12,28,Revolutionary Armed Forces of Colombia (FARC),12,0,-75.52767,0.43595100000000003,Colombia,Unknown,12
1992,12,28,Revolutionary Armed Forces of Colombia (FARC),6,0,-75.52767,2.535935,Colombia,Unknown,6
1994,1,13,Revolutionary Armed Forces of Colombia (FARC),1,0,-72.86952,5.21389,Colombia,Chameza,1
1994,1,16,Revolutionary Armed Forces of Colombia (FARC),2,0,-73.63871999999999,4.151269999999999,Colombia,Villavicencio,2
1994,1,17,Revolutionary Armed Forces of Colombia (FARC),2,3,-73.97168,5.80299,Colombia,Florian,5
1994,2,3,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.57217299999999,6.270526,Colombia,Medellin,0
1994,2,8,Revolutionary Armed Forces of Colombia (FARC),3,6,-67.640866,5.682009,Colombia,Casuarito,9
1994,3,1,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.087749,3.27199,Colombia,Unknown,0
1994,3,8,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.52211899999999,3.420628,Colombia,Cali,0
1994,3,13,Revolutionary Armed Forces of Colombia (FARC),1,0,,,Colombia,Upoa,1
1994,3,16,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.29838000000001,6.26467,Colombia,Oiba,0
1994,3,31,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.797793,9.825589,Colombia,Loma Linda,0
1994,4,18,Revolutionary Armed Forces of Colombia (FARC),0,0,-72.70293000000001,5.293069999999999,Colombia,Pajarito,0
1994,4,28,Revolutionary Armed Forces of Colombia (FARC),2,0,-74.56226,4.87411,Colombia,Viani,2
1994,5,22,Revolutionary Armed Forces of Colombia (FARC),6,0,-75.57217299999999,6.270526,Colombia,Medellin,6
1994,7,18,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.87191999999999,0.66643,Colombia,Orito district,0
1994,7,19,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.9685,4.72067,Colombia,Calera,0
1994,7,19,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.9685,4.72067,Colombia,Calera,0
1994,7,19,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.921204,4.512971,Colombia,Fomeque,0
1994,7,19,Revolutionary Armed Forces of Colombia (FARC),0,0,,,Colombia,Patios,0
1994,7,19,Revolutionary Armed Forces of Colombia (FARC),1,1,-73.9685,4.72067,Colombia,Calera,2
1994,7,19,Revolutionary Armed Forces of Colombia (FARC),0,0,-72.1675,5.800833,Colombia,Cruz Verde,0
1994,7,20,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.23414,0.74522,Colombia,Solano,0
1994,7,21,Revolutionary Armed Forces of Colombia (FARC),0,0,,,Colombia,Curalito,0
1994,7,21,Revolutionary Armed Forces of Colombia (FARC),0,2,-72.44097,11.77507,Colombia,Manaure,2
1994,7,23,Revolutionary Armed Forces of Colombia (FARC),30,0,,,Colombia,Pagado,30
1994,7,27,Revolutionary Armed Forces of Colombia (FARC),6,0,-72.636645,6.040086,Colombia,Socota district,6
1994,7,30,Revolutionary Armed Forces of Colombia (FARC),0,1,-72.520483,11.354774,Colombia,Unknown,1
1994,8,2,Revolutionary Armed Forces of Colombia (FARC),0,1,-76.52211899999999,3.420628,Colombia,Cali,1
1994,8,2,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.52211899999999,3.420628,Colombia,Cali,0
1994,9,22,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.84190600000001,0.869892,Colombia,Unknown,0
1994,9,23,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.419306,3.2287169999999996,Colombia,Puerto Tejada district,0
1994,10,8,Revolutionary Armed Forces of Colombia (FARC),1,0,-74.219465,4.582298000000001,Colombia,Soacha,1
1994,10,24,Revolutionary Armed Forces of Colombia (FARC),9,0,-77.11896,7.441456,Colombia,Riosucio district,9
1994,10,29,Revolutionary Armed Forces of Colombia (FARC),5,2,-73.44679599999999,8.511375,Colombia,El Carmen district,7
1994,11,12,Revolutionary Armed Forces of Colombia (FARC),21,3,-76.383404,8.283388,Colombia,San Pedro de Uraba,24
1994,12,12,Revolutionary Armed Forces of Colombia (FARC),0,11,-72.64184,2.56855,Colombia,San Jose del Guaviare,11
1994,12,14,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.059167,8.173611,Colombia,Tierralta,0
1994,12,17,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.217933,-4.2324720000000005,Peru,Carapana,0
1994,12,17,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.217933,-4.2324720000000005,Peru,Carapana,0
1994,12,17,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.217933,-4.2324720000000005,Peru,Carapana,0
1995,1,8,Revolutionary Armed Forces of Colombia (FARC),0,4,-72.64184,2.56855,Colombia,San Jose del Guaviare,4
1995,1,8,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.64811999999999,1.1466100000000001,Colombia,Mocoa,0
1995,1,13,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.64590600000001,3.194857,Colombia,Planadas,0
1995,1,13,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.645504,3.529869,Colombia,Rio Blanco,0
1995,1,13,Revolutionary Armed Forces of Colombia (FARC),2,0,-75.81777,3.28723,Colombia,Herrera,2
1995,1,13,Revolutionary Armed Forces of Colombia (FARC),2,15,-75.982694,6.405198,Colombia,Caicedo district,17
1995,1,13,Revolutionary Armed Forces of Colombia (FARC),2,0,-75.81666700000001,3.15,Colombia,Garitana,2
1995,1,14,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.982694,6.405198,Colombia,Caicedo,0
1995,2,14,Revolutionary Armed Forces of Colombia (FARC),5,0,-67.85972,3.9222900000000003,Colombia,Guaviare,5
1995,2,22,Revolutionary Armed Forces of Colombia (FARC),0,0,,,Colombia,Valle De San Miguel,0
1995,3,5,Revolutionary Armed Forces of Colombia (FARC),14,0,-75.763873,7.1720429999999995,Colombia,Ituango,14
1995,5,14,Revolutionary Armed Forces of Colombia (FARC),6,4,-75.4841,3.7246,Colombia,Chaparral,10
1995,5,22,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.07603,4.5981,Colombia,Bogota,0
1995,5,22,Revolutionary Armed Forces of Colombia (FARC),0,1,-74.74089000000001,4.7996099999999995,Colombia,Beltran,1
1995,5,22,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.07603,4.5981,Colombia,Bogota,0
1995,5,28,Revolutionary Armed Forces of Colombia (FARC),0,1,,,Colombia,Unknown,1
1995,5,28,Revolutionary Armed Forces of Colombia (FARC),2,0,-73.81501999999999,4.21557,Colombia,Guayabetal,2
1995,5,30,Revolutionary Armed Forces of Colombia (FARC),2,1,-74.07603,4.5981,Colombia,Bogota,3
1995,6,10,Revolutionary Armed Forces of Colombia (FARC),29,200,-75.57217299999999,6.270526,Colombia,Medellin,229
1995,6,11,Revolutionary Armed Forces of Colombia (FARC),0,0,,,Colombia,Unknown,0
1995,6,11,Revolutionary Armed Forces of Colombia (FARC),0,3,-75.161146,5.384329,Colombia,Pensilvania,3
1995,6,15,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.07603,4.5981,Colombia,Bogota,0
1995,6,22,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.74089000000001,4.7996099999999995,Colombia,Beltran,0
1995,7,7,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.47591,3.9127199999999998,Colombia,San Antonio,0
1995,7,14,Revolutionary Armed Forces of Colombia (FARC),3,0,-74.106378,4.522906,Colombia,Bogota,3
1995,7,14,Revolutionary Armed Forces of Colombia (FARC),2,0,-75.9361,4.26889,Colombia,Sevilla,2
1995,8,18,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.426905,4.442138,Colombia,Cajamarca district,0
1995,8,29,Revolutionary Armed Forces of Colombia (FARC),17,0,-76.65758000000001,7.758089999999999,Colombia,Carepa district,17
1995,9,2,Revolutionary Armed Forces of Colombia (FARC),4,6,,,Colombia,Unknown,10
1995,9,4,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.124973,7.131202,Colombia,Bucaramanga,0
1995,9,4,Revolutionary Armed Forces of Colombia (FARC),0,0,-73.124973,7.131202,Colombia,Bucaramanga,0
1995,9,14,Revolutionary Armed Forces of Colombia (FARC),6,0,-76.72738000000001,8.092419999999999,Colombia,Turbo district,6
1995,9,20,Revolutionary Armed Forces of Colombia (FARC),24,5,-76.630626,7.882318,Colombia,Apartado,29
1995,9,27,Revolutionary Armed Forces of Colombia (FARC),1,0,-73.14554,5.19688,Colombia,Miraflores,1
1995,10,1,Revolutionary Armed Forces of Colombia (FARC),1,0,-74.46351,4.76051,Colombia,Anolaima,1
1995,10,6,Revolutionary Armed Forces of Colombia (FARC),0,8,-76.495727,3.5837480000000004,Colombia,Yumbo,8
1995,10,10,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.510584,3.4252190000000002,Colombia,Cali,0
1995,10,16,Revolutionary Armed Forces of Colombia (FARC),2,8,-75.31102,5.70905,Colombia,Sonson,10
1995,10,16,Revolutionary Armed Forces of Colombia (FARC),0,0,,,Colombia,Puerto Bueno,0
1995,10,16,Revolutionary Armed Forces of Colombia (FARC),0,0,-78.14099,1.67155,Colombia,Barbacoas,0
1995,10,16,Revolutionary Armed Forces of Colombia (FARC),0,0,-75.56222700000001,6.34053,Colombia,Bello,0
1995,10,26,Revolutionary Armed Forces of Colombia (FARC),5,4,-72.70293000000001,5.293069999999999,Colombia,Pajarito district,9
1995,11,7,Revolutionary Armed Forces of Colombia (FARC),1,0,-76.60616999999999,2.4418599999999997,Colombia,Popayan,1
1995,11,13,Revolutionary Armed Forces of Colombia (FARC),5,0,-77.07042,3.88182,Colombia,Buenaventura district,5
1995,11,21,Revolutionary Armed Forces of Colombia (FARC),0,0,-74.07603,4.5981,Colombia,Bogota,0
1995,12,28,Revolutionary Armed Forces of Colombia (FARC),16,11,-74.55436,8.568451,Colombia,Achi district,27
1995,12,29,Revolutionary Armed Forces of Colombia (FARC),0,1,-76.259454,3.173882,Colombia,Corinto district,1
1996,1,4,Revolutionary Armed Forces of Colombia (FARC),0,0,-77.09336,8.04053,Colombia,Unguia,0
1996,1,6,Revolutionary Armed Forces of Colombia (FARC),3,5,-75.5795,9.52287,Colombia,Tolu,8
1996,1,22,Revolutionary Armed Forces of Colombia (FARC),6,6,-74.896111,3.538611,Colombia,Dolores,12
1996,1,22,Revolutionary Armed Forces of Colombia (FARC),1,1,-75.81277800000001,4.995278,Colombia,Belalcazar,2
1996,2,9,Revolutionary Armed Forces of Colombia (FARC),2,5,-76.13396999999999,6.31609,Colombia,Urrao,7
1996,2,14,Revolutionary Armed Forces of Colombia (FARC),11,1,-76.65758000000001,7.758089999999999,Colombia,Carepa,12
1996,3,12,Revolutionary Armed Forces of Colombia (FARC),1,0,-73.14554,5.19688,Colombia,Miraflores,1
1996,3,13,Revolutionary Armed Forces of Colombia (FARC),1,0,,,Colombia,Puerto Rico,1
1996,3,13,Revolutionary Armed Forces of Colombia (FARC),11,0,-75.31266,9.54637,Colombia,Chalan,11
1996,3,13,Revolutionary Armed Forces of Colombia (FARC),1,0,-73.853115,7.060051,Colombia,Barrancabermeja,1
1996,3,29,Revolutionary Armed Forces of Colombia (FARC),5,11,-75.34121800000001,7.198606,Colombia,Unknown,16
1996,3,30,Revolutionary Armed Forces of Colombia (FARC),0,6,-74.030012,8.670438,Colombia,Unknown,6
1996,4,16,Revolutionary Armed Forces of Colombia (FARC),31,18,-77.74520799999999,1.6378979999999999,Colombia,Unknown,49
1996,4,18,Revolutionary Armed Forces of Colombia (FARC),16,0,-74.35539,3.24114,Colombia,Uribe,16
1996,4,23,Revolutionary Armed Forces of Colombia (FARC),2,0,-73.14554,5.19688,Colombia,Miraflores,2
1996,4,25,Revolutionary Armed Forces of Colombia (FARC),5,3,-75.97608000000001,1.3325,Colombia,San Jose Del Fragua,8
1996,4,26,Revolutionary Armed Forces of Colombia (FARC),3,0,-75.513056,6.828333,Colombia,Uraba,3
1996,4,27,Revolutionary Armed Forces of Colombia (FARC),1,9,-76.630626,7.882318,Colombia,Apartado,10
1996,5,4,Revolutionary Armed Forces of Colombia (FARC),7,0,-76.550495,8.136754,Colombia,Alto de Mulatos,7
1996,5,4,Revolutionary Armed Forces of Colombia (FARC),9,1,-75.513056,6.828333,Colombia,Uraba,10
1996,5,14,Revolutionary Armed Forces of Colombia (FARC),2,0,,,Colombia,Unknown,2
1996,5,16,Revolutionary Armed Forces of Colombia (FARC),0,0,-76.688333,3.6566669999999997,Colombia,Dagua,0
1996,5,19,Revolutionary Armed Forces of Colombia (FARC),1,3,-75.513056,6.828333,Colombia,Uraba,4
1996,5,23,Revolutionary Armed Forces of Colombia (FARC),4,0,,,Colombia,Unknown,4
1996,5,23,Revolutionary Armed Forces of Colombia (FARC),1,0,,,Colombia,Unknown,1
