iyear,imonth,iday,gname,nkill,nwound,longitude,latitude,country_txt,city,casualty
2012,8,16,Al-Qa`ida in Iraq,3,6,44.448863,35.139177000000004,Iraq,Daquq,9
2012,8,16,Al-Qa`ida in Iraq,13,28,44.433333000000005,33.3,Iraq,Baghdad,41
2012,8,16,Al-Qa`ida in Iraq,13,28,44.433333000000005,33.3,Iraq,Baghdad,41
2012,8,16,Al-Qa`ida in Iraq,16,49,44.46091,33.389638,Iraq,Baghdad,65
2012,8,16,Al-Qa`ida in Iraq,10,10,44.233610999999996,33.634722,Iraq,Baghdad,20
2012,8,16,Al-Qa`ida in Iraq,7,25,45.824721999999994,32.505556,Iraq,Kut,32
2012,8,16,Al-Qa`ida in Iraq,1,6,44.391003000000005,35.468763,Iraq,Kirkuk,7
2012,8,16,Al-Qa`ida in Iraq,1,15,44.391003000000005,35.468763,Iraq,Kirkuk,16
2012,8,16,Al-Qa`ida in Iraq,0,4,44.391003000000005,35.468763,Iraq,Kirkuk,4
2012,8,16,Al-Qa`ida in Iraq,4,3,44.086389000000004,33.457221999999994,Iraq,Karma,7
2012,8,16,Al-Qa`ida in Iraq,0,3,44.086389000000004,33.457221999999994,Iraq,Karma,3
2012,8,16,Al-Qa`ida in Iraq,4,3,44.633333,33.75,Iraq,Baqubah,7
2012,9,5,Al-Qa`ida in Iraq,2,0,44.63922,34.885611,Iraq,Tuz Khormato,2
2012,9,8,Al-Qa`ida in Iraq,5,4,44.233333,33.85,Iraq,Dujail,9
2012,9,8,Al-Qa`ida in Iraq,5,4,44.233333,33.85,Iraq,Dujail,9
2012,9,8,Al-Qa`ida in Iraq,1,0,44.086389000000004,33.457221999999994,Iraq,Karma,1
2012,9,8,Al-Qa`ida in Iraq,0,15,44.633333,33.75,Iraq,Baqubah,15
2012,9,8,Al-Qa`ida in Iraq,0,15,44.633333,33.75,Iraq,Baqubah,15
2012,9,8,Al-Qa`ida in Iraq,0,0,44.633333,33.75,Iraq,Baqubah,0
2012,9,8,Al-Qa`ida in Iraq,0,5,43.493056,34.929167,Iraq,Baiji,5
2012,9,9,Al-Qa`ida in Iraq,14,60,47.151015,31.837555,Iraq,Amarah,74
2012,9,9,Al-Qa`ida in Iraq,13,32,44.46091,33.389638,Iraq,Baghdad,45
2012,9,9,Al-Qa`ida in Iraq,5,38,44.314192999999996,33.361103,Iraq,Baghdad,43
2012,9,9,Al-Qa`ida in Iraq,4,13,44.46091,33.389638,Iraq,Baghdad,17
2012,9,9,Al-Qa`ida in Iraq,3,14,44.314192999999996,33.361103,Iraq,Baghdad,17
2012,9,9,Al-Qa`ida in Iraq,7,21,44.25529,33.281965,Iraq,Baghdad,28
2012,9,9,Al-Qa`ida in Iraq,9,30,44.391003000000005,35.468763,Iraq,Kirkuk,39
2012,9,9,Al-Qa`ida in Iraq,3,43,44.391003000000005,35.468763,Iraq,Kirkuk,46
2012,9,9,Al-Qa`ida in Iraq,7,40,44.007872,35.290356,Iraq,Unknown,47
2012,9,9,Al-Qa`ida in Iraq,0,6,43.910556,35.268889,Iraq,Riyadh,6
2012,9,9,Al-Qa`ida in Iraq,0,2,44.395378,34.003712,Iraq,Hawijah,2
2012,9,9,Al-Qa`ida in Iraq,0,2,44.234167,33.509167,Iraq,Taji,2
2012,9,9,Al-Qa`ida in Iraq,0,2,44.234167,33.509167,Iraq,Taji,2
2012,9,9,Al-Qa`ida in Iraq,0,2,44.234167,33.509167,Iraq,Taji,2
2012,9,9,Al-Qa`ida in Iraq,0,3,44.633333,33.75,Iraq,Baqubah,3
2012,9,9,Al-Qa`ida in Iraq,0,3,44.633333,33.75,Iraq,Baqubah,3
2012,9,9,Al-Qa`ida in Iraq,0,3,44.633333,33.75,Iraq,Baqubah,3
2012,9,9,Al-Qa`ida in Iraq,0,3,44.633333,33.75,Iraq,Baqubah,3
2012,9,9,Al-Qa`ida in Iraq,0,3,44.633333,33.75,Iraq,Baqubah,3
2012,9,9,Al-Qa`ida in Iraq,1,0,43.783333,33.35,Iraq,Fallujah,1
2012,9,9,Al-Qa`ida in Iraq,1,1,46.266346,31.049176,Iraq,Nasiriyah,2
2012,9,9,Al-Qa`ida in Iraq,2,3,46.266346,31.049176,Iraq,Nasiriyah,5
2012,9,9,Al-Qa`ida in Iraq,1,1,44.63922,34.885611,Iraq,Tuz Khormato,2
2012,9,9,Al-Qa`ida in Iraq,3,21,47.81673,30.499912,Iraq,Basra,24
2012,9,9,Al-Qa`ida in Iraq,2,7,42.451778000000004,36.373718,Iraq,Tal Afar,9
2012,9,9,Al-Qa`ida in Iraq,2,2,43.874931,34.19421,Iraq,Samarra,4
2012,9,9,Al-Qa`ida in Iraq,2,7,43.13,36.34,Iraq,Mosul,9
2012,9,9,Al-Qa`ida in Iraq,0,3,43.13,36.34,Iraq,Mosul,3
2012,9,9,Al-Qa`ida in Iraq,0,4,43.379663,36.352145,Iraq,Bartella,4
2012,9,9,Al-Qa`ida in Iraq,5,0,44.065556,33.291944,Iraq,Abu Ghraib,5
2012,9,9,Al-Qa`ida in Iraq,0,0,43.986944,34.0475,Iraq,Ishaqi,0
2012,9,9,Al-Qa`ida in Iraq,0,10,44.63922,34.885611,Iraq,Tuz Khormato,10
2012,9,9,Al-Qa`ida in Iraq,2,20,44.63922,34.885611,Iraq,Tuz Khormato,22
2012,9,9,Al-Qa`ida in Iraq,1,4,44.422009,33.324999,Iraq,Naran,5
2012,9,9,Al-Qa`ida in Iraq,0,4,44.371378,33.055153999999995,Iraq,Mahmudiyah,4
2012,9,9,Al-Qa`ida in Iraq,2,8,44.412808,33.546040000000005,Iraq,Husseiniyah,10
2012,9,30,Al-Qa`ida in Iraq,3,11,44.583332,33.099934000000005,Iraq,Madain,14
2012,9,30,Al-Qa`ida in Iraq,2,7,44.234167,33.509167,Iraq,Taji,9
2012,9,30,Al-Qa`ida in Iraq,2,7,44.234167,33.509167,Iraq,Taji,9
2012,9,30,Al-Qa`ida in Iraq,2,7,44.234167,33.509167,Iraq,Taji,9
2012,9,30,Al-Qa`ida in Iraq,2,7,44.234167,33.509167,Iraq,Taji,9
2012,9,30,Al-Qa`ida in Iraq,2,7,44.433333000000005,33.3,Iraq,Baghdad,9
2012,9,30,Al-Qa`ida in Iraq,6,6,45.824721999999994,32.505556,Iraq,Kut,12
2012,9,30,Al-Qa`ida in Iraq,1,5,44.536066999999996,33.571807,Iraq,Khan Bani Saad,6
2012,9,30,Al-Qa`ida in Iraq,1,4,44.510157,34.239965000000005,Iraq,Adhaim,5
2012,9,30,Al-Qa`ida in Iraq,0,4,44.626354,33.748535,Iraq,Baqubah,4
2012,9,30,Al-Qa`ida in Iraq,2,4,44.314192999999996,33.361103,Iraq,Baghdad,6
2012,9,30,Al-Qa`ida in Iraq,1,6,43.13,36.34,Iraq,Mosul,7
2012,9,30,Al-Qa`ida in Iraq,0,1,43.220881,35.992499,Iraq,Shorah,1
2012,9,30,Al-Qa`ida in Iraq,2,7,45.083333,33.7,Iraq,Balad Ruz,9
2012,10,27,Al-Qa`ida in Iraq,5,12,44.234167,33.509167,Iraq,Taji,17
2012,10,27,Al-Qa`ida in Iraq,23,0,44.46091,33.389638,Iraq,Baghdad,23
2012,10,27,Al-Qa`ida in Iraq,7,0,44.46091,33.389638,Iraq,Baghdad,7
2012,10,27,Al-Qa`ida in Iraq,8,25,44.408735,33.336690000000004,Iraq,Baghdad,33
2012,10,27,Al-Qa`ida in Iraq,1,2,44.926682,33.971278999999996,Iraq,Muqdadiyah,3
2012,10,27,Al-Qa`ida in Iraq,1,2,44.926682,33.971278999999996,Iraq,Muqdadiyah,3
2012,10,27,Al-Qa`ida in Iraq,3,0,43.13,36.34,Iraq,Mosul,3
2012,10,27,Al-Qa`ida in Iraq,2,4,43.13,36.34,Iraq,Mosul,6
2012,10,27,Al-Qa`ida in Iraq,0,6,43.13,36.34,Iraq,Mosul,6
2012,10,27,Al-Qa`ida in Iraq,0,7,44.63922,34.885611,Iraq,Tuz Khormato,7
2012,10,27,Al-Qa`ida in Iraq,0,0,44.339690999999995,33.238757,Iraq,Baghdad,0
2012,10,27,Al-Qa`ida in Iraq,0,0,43.13,36.34,Iraq,Mosul,0
2012,10,27,Al-Qa`ida in Iraq,1,5,44.339690999999995,33.238757,Iraq,Baghdad,6
2012,10,28,Al-Qa`ida in Iraq,10,28,44.314192999999996,33.361103,Iraq,Baghdad,38
2012,10,28,Al-Qa`ida in Iraq,0,0,44.339690999999995,33.238757,Iraq,Baghdad,0
2012,10,28,Al-Qa`ida in Iraq,0,0,44.314192999999996,33.361103,Iraq,Baghdad,0
2012,10,28,Al-Qa`ida in Iraq,1,5,44.583332,33.099934000000005,Iraq,Madain,6
2012,10,28,Al-Qa`ida in Iraq,1,5,44.583332,33.099934000000005,Iraq,Madain,6
2012,11,6,Al-Qa`ida in Iraq,29,40,44.234167,33.509167,Iraq,Taji,69
2012,11,14,Al-Qa`ida in Iraq,4,15,44.391003000000005,35.468763,Iraq,Kirkuk,20
2012,12,12,Al-Qa`ida in Iraq,0,5,44.408735,33.336690000000004,Iraq,Baghdad,5
2012,12,31,Al-Qa`ida in Iraq,2,1,44.300990999999996,32.77578,Iraq,Musayyib,3
2012,12,31,Al-Qa`ida in Iraq,2,1,44.300990999999996,32.77578,Iraq,Musayyib,3
2012,12,31,Al-Qa`ida in Iraq,2,1,44.300990999999996,32.77578,Iraq,Musayyib,3
2012,12,31,Al-Qa`ida in Iraq,2,17,44.433642,32.483321000000004,Iraq,Hillah,19
2012,12,31,Al-Qa`ida in Iraq,5,16,44.433333000000005,33.3,Iraq,Baghdad,21
2012,12,31,Al-Qa`ida in Iraq,0,3,44.356415000000005,32.985014,Iraq,Latifiyah,3
2012,12,31,Al-Qa`ida in Iraq,1,3,44.433642,32.483321000000004,Iraq,Hillah,4
2012,12,31,Al-Qa`ida in Iraq,1,2,44.633333,33.75,Iraq,Baqubah,3
2012,12,31,Al-Qa`ida in Iraq,4,0,45.14945,33.773348999999996,Iraq,Imam Waysid sub-district,4
2012,12,31,Al-Qa`ida in Iraq,5,6,44.391003000000005,35.468763,Iraq,Kirkuk,11
2012,12,31,Al-Qa`ida in Iraq,0,2,44.63922,34.885611,Iraq,Tuz Khormato,2
2012,12,31,Al-Qa`ida in Iraq,2,16,44.519740999999996,33.850582,Iraq,Khalis,18
2012,12,31,Al-Qa`ida in Iraq,4,0,44.391003000000005,35.468763,Iraq,Kirkuk,4
2012,12,31,Al-Qa`ida in Iraq,2,0,44.391003000000005,35.468763,Iraq,Kirkuk,2
2012,12,31,Al-Qa`ida in Iraq,0,6,44.339690999999995,33.238757,Iraq,Baghdad,6
2012,12,31,Al-Qa`ida in Iraq,0,4,45.083333,33.7,Iraq,Balad Ruz,4
2012,12,31,Al-Qa`ida in Iraq,1,0,43.874931,34.19421,Iraq,Samarra,1
2012,12,31,Al-Qa`ida in Iraq,3,0,43.13,36.34,Iraq,Mosul,3
2012,12,31,Al-Qa`ida in Iraq,0,0,44.25529,33.281965,Iraq,Baghdad,0
2013,1,15,Al-Qa`ida in Iraq,4,4,43.783122999999996,33.349965000000005,Iraq,Fallujah,8
2013,1,15,Al-Qa`ida in Iraq,2,5,44.633742,33.749594,Iraq,Baqubah,7
2013,1,15,Al-Qa`ida in Iraq,1,1,43.13,36.34,Iraq,Mosul,2
2013,1,16,Al-Qa`ida in Iraq,0,2,43.783526,33.349693,Iraq,Fallujah,2
2013,1,16,Al-Qa`ida in Iraq,18,90,44.392176,35.468720000000005,Iraq,Kirkuk,108
2013,1,16,Al-Qa`ida in Iraq,3,28,44.39098,35.46883,Iraq,Kirkuk,31
2013,1,16,Al-Qa`ida in Iraq,5,40,44.639247,34.885596,Iraq,Tuz Khormato,45
2013,1,16,Al-Qa`ida in Iraq,3,0,44.421296999999996,33.326567,Iraq,Baghdad,3
2013,1,16,Al-Qa`ida in Iraq,2,0,44.421896000000004,33.325375,Iraq,Baghdad,2
2013,1,16,Al-Qa`ida in Iraq,1,0,44.421896000000004,33.325375,Iraq,Baghdad,1
2013,1,16,Al-Qa`ida in Iraq,0,5,44.421896000000004,33.325375,Iraq,Baghdad,5
2013,1,16,Al-Qa`ida in Iraq,2,9,43.68557,34.604326,Iraq,Tikrit,11
2013,1,16,Al-Qa`ida in Iraq,0,0,43.493056,34.929167,Iraq,Baiji,0
2013,1,16,Al-Qa`ida in Iraq,1,0,43.68557,34.604326,Iraq,Tikrit,1
2013,1,16,Al-Qa`ida in Iraq,0,3,44.422,33.325,Iraq,Baghdad,3
2013,1,16,Al-Qa`ida in Iraq,1,4,43.786136,35.318497,Iraq,Hawijah,5
2013,1,16,Al-Qa`ida in Iraq,0,3,41.919696,32.559835,Iraq,Unknown,3
2013,1,17,Al-Qa`ida in Iraq,5,36,44.233333,33.85,Iraq,Dujail,41
2013,1,17,Al-Qa`ida in Iraq,5,36,44.233333,33.85,Iraq,Dujail,41
2013,1,17,Al-Qa`ida in Iraq,1,16,44.025134,32.625335,Iraq,Karbala,17
2013,1,17,Al-Qa`ida in Iraq,5,10,44.433315,32.483478000000005,Iraq,Hillah,15
2013,1,17,Al-Qa`ida in Iraq,2,2,44.484232,33.356781,Iraq,Baghdad,4
2013,1,17,Al-Qa`ida in Iraq,1,0,45.155716999999996,33.759156,Iraq,Unknown,1
2013,1,17,Al-Qa`ida in Iraq,1,0,45.155716999999996,33.759156,Iraq,Unknown,1
2013,1,17,Al-Qa`ida in Iraq,1,0,45.155716999999996,33.759156,Iraq,Unknown,1
2013,1,17,Al-Qa`ida in Iraq,0,0,43.786136,35.318497,Iraq,Hawijah,0
2013,1,17,Al-Qa`ida in Iraq,3,0,44.8571,35.079485999999996,Iraq,Tuz Khormato,3
2013,1,17,Al-Qa`ida in Iraq,3,0,43.13,36.340001,Iraq,Mosul,3
2013,1,17,Al-Qa`ida in Iraq,2,2,44.377727,33.322502,Iraq,Baghdad,4
2013,1,17,Al-Qa`ida in Iraq,0,0,44.02483,32.6143,Iraq,Karbala,0
2013,1,17,Al-Qa`ida in Iraq,0,1,44.422,33.325,Iraq,Baghdad,1
2013,1,23,Al-Qa`ida in Iraq,43,75,44.639339,34.88562,Iraq,Tuz Khormato,118
2013,2,3,Al-Qa`ida in Iraq,36,70,44.39098,35.46883,Iraq,Kirkuk,106
2013,2,4,Al-Qa`ida in Iraq,4,0,44.39098,35.46883,Iraq,Kirkuk,4
2013,2,5,Al-Qa`ida in Iraq,5,12,44.2775,33.529444,Iraq,Taji,17
2013,2,16,Al-Qa`ida in Iraq,4,0,42.448741999999996,36.377344,Iraq,Tal Afar,4
2013,2,17,Al-Qa`ida in Iraq,3,10,44.447540000000004,33.374691999999996,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.447540000000004,33.374691999999996,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.447540000000004,33.374691999999996,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.486132,33.366592,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.504571999999996,33.318695,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.515387,33.349672999999996,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.432388,33.300188,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.43565,33.344224,Iraq,Baghdad,13
2013,2,17,Al-Qa`ida in Iraq,3,10,44.486733,33.368743,Iraq,Baghdad,13
2013,2,23,Al-Qa`ida in Iraq,3,7,44.633333,33.75,Iraq,Baqubah,10
2013,2,26,Al-Qa`ida in Iraq,4,15,44.545333,33.570005,Iraq,Bani Saad,19
2013,2,28,Al-Qa`ida in Iraq,10,30,44.422,33.325,Iraq,Baghdad,40
2013,2,28,Al-Qa`ida in Iraq,9,10,44.422,33.325,Iraq,Baghdad,19
2013,3,1,Al-Qa`ida in Iraq,5,50,44.924721999999996,31.989167,Iraq,Diwaniyah,55
2013,3,4,Al-Qa`ida in Iraq,6,12,43.13,36.34,Iraq,Mosul,18
2013,3,4,Al-Qa`ida in Iraq,57,7,40.284444,33.038056,Iraq,Rutba,64
2013,3,14,Al-Qa`ida in Iraq,8,12,44.422,33.325,Iraq,Baghdad,20
2013,3,14,Al-Qa`ida in Iraq,8,12,44.422,33.325,Iraq,Baghdad,20
2013,3,14,Al-Qa`ida in Iraq,8,12,44.422,33.325,Iraq,Baghdad,20
2013,3,14,Al-Qa`ida in Iraq,8,12,44.422,33.325,Iraq,Baghdad,20
2013,3,14,Al-Qa`ida in Iraq,2,0,42.236244,36.229574,Iraq,Al-Arish,2
2013,3,15,Al-Qa`ida in Iraq,9,2,43.483738,34.533753000000004,Iraq,Al-Rayash,11
2013,3,19,Al-Qa`ida in Iraq,4,0,44.48659,33.321917,Iraq,Baghdad,4
2013,3,19,Al-Qa`ida in Iraq,7,21,44.396927000000005,33.380328000000006,Iraq,Baghdad,28
2013,3,19,Al-Qa`ida in Iraq,6,15,44.390259,33.307577,Iraq,Baghdad,21
2013,3,19,Al-Qa`ida in Iraq,2,8,44.488946999999996,33.305081,Iraq,Baghdad,10
2013,3,19,Al-Qa`ida in Iraq,3,7,44.460652,33.389934000000004,Iraq,Baghdad,10
2013,3,19,Al-Qa`ida in Iraq,2,11,44.460652,33.389934000000004,Iraq,Baghdad,13
2013,3,19,Al-Qa`ida in Iraq,4,7,43.13,36.34,Iraq,Mosul,11
2013,3,19,Al-Qa`ida in Iraq,3,10,44.348,32.885040000000004,Iraq,Iskandariyah,13
2013,3,19,Al-Qa`ida in Iraq,5,0,44.460652,33.389934000000004,Iraq,Baghdad,5
2013,3,19,Al-Qa`ida in Iraq,2,5,44.157787,33.462707,Iraq,Saba al-Bor,7
2013,3,19,Al-Qa`ida in Iraq,4,4,44.413457,33.54631,Iraq,Husseiniyah,8
2013,3,19,Al-Qa`ida in Iraq,0,4,44.373779,33.664353999999996,Iraq,Tarmiyah,4
2013,3,19,Al-Qa`ida in Iraq,5,27,44.507801,33.251506,Iraq,Baghdad,32
2013,3,19,Al-Qa`ida in Iraq,5,10,44.37141,33.055191,Iraq,Mahmudiyah,15
2013,3,19,Al-Qa`ida in Iraq,1,7,44.422,33.325,Iraq,Baghdad,8
2013,3,19,Al-Qa`ida in Iraq,0,10,44.348,32.885040000000004,Iraq,Iskandariyah,10
2013,3,19,Al-Qa`ida in Iraq,1,4,44.422,33.325,Iraq,Baghdad,5
2013,3,19,Al-Qa`ida in Iraq,6,0,45.083714,33.699208,Iraq,Balad Ruz,6
2013,3,19,Al-Qa`ida in Iraq,0,0,44.278321000000005,33.37032,Iraq,Baghdad,0
2013,3,19,Al-Qa`ida in Iraq,0,0,44.403290999999996,33.367381,Iraq,Baghdad,0
2013,4,1,Al-Qa`ida in Iraq,3,0,41.919646,32.559761,Iraq,Unknown,3
2013,4,6,Al-Qa`ida in Iraq,23,60,44.633333,33.75,Iraq,Baqubah,83
2004,10,24,Al-Qa`ida in Iraq,50,0,45.552322,33.747758000000005,Iraq,Mandali,50
2004,10,25,Al-Qa`ida in Iraq,3,19,44.4,33.3,Iraq,Baghdad,22
2004,10,27,Al-Qa`ida in Iraq,1,0,44.4,33.3,Iraq,Baghdad,1
2004,12,3,Al-Qa`ida in Iraq,13,0,44.4,33.3,Iraq,Baghdad,13
2004,12,14,Al-Qa`ida in Iraq,2,12,44.4,33.3,Iraq,Baghdad,14
2004,12,20,Al-Qa`ida in Iraq,0,0,43.547825,35.06532,Iraq,Fathah,0
2005,1,4,Al-Qa`ida in Iraq,2,0,44.4,33.3,Iraq,Baghdad,2
2005,1,10,Al-Qa`ida in Iraq,2,0,44.4,33.3,Iraq,Baghdad,2
2005,1,11,Al-Qa`ida in Iraq,8,8,43.685789,34.604447,Iraq,Tikrit,16
2005,1,20,Al-Qa`ida in Iraq,3,0,47.816666999999995,30.5,Iraq,Basra,3
2005,1,21,Al-Qa`ida in Iraq,12,23,,,Iraq,Usifia,35
2005,2,4,Al-Qa`ida in Iraq,0,0,44.4,33.3,Iraq,Baghdad,0
2005,2,7,Al-Qa`ida in Iraq,12,7,43.13,36.34,Iraq,Mosul,19
2005,2,8,Al-Qa`ida in Iraq,21,27,44.4,33.3,Iraq,Baghdad,48
2005,2,12,Al-Qa`ida in Iraq,18,21,44.29,32.778611,Iraq,Musayib,39
2005,2,19,Al-Qa`ida in Iraq,3,0,44.633333,33.75,Iraq,Baqubah,3
2005,3,2,Al-Qa`ida in Iraq,7,2,44.391939,33.251563,Iraq,Baghdad,9
2005,3,3,Al-Qa`ida in Iraq,9,7,44.429096,33.333448,Iraq,Baghdad,16
2005,3,7,Al-Qa`ida in Iraq,16,23,44.145278000000005,34.016389000000004,Iraq,Balad,39
2005,3,7,Al-Qa`ida in Iraq,11,0,44.633333,33.75,Iraq,Baqubah,11
2005,3,14,Al-Qa`ida in Iraq,0,0,44.39098,35.46883,Iraq,Kirkuk,0
2005,3,20,Al-Qa`ida in Iraq,4,2,43.13,36.34,Iraq,Mosul,6
2005,4,10,Al-Qa`ida in Iraq,1,0,44.330818,32.000596,Iraq,Najaf,1
2005,4,14,Al-Qa`ida in Iraq,20,24,44.393925,33.308137,Iraq,Baghdad,44
2005,4,15,Al-Qa`ida in Iraq,1,5,44.4,33.3,Iraq,Baghdad,6
2005,4,23,Al-Qa`ida in Iraq,10,20,44.065556,33.291944,Iraq,Abu Ghraib,30
2005,4,24,Al-Qa`ida in Iraq,6,26,43.685789,34.604447,Iraq,Tikrit,32
2005,4,30,Al-Qa`ida in Iraq,3,6,44.4,33.3,Iraq,Baghdad,9
2005,4,30,Al-Qa`ida in Iraq,3,10,44.4,33.3,Iraq,Baghdad,13
2005,5,1,Al-Qa`ida in Iraq,4,12,44.4,33.3,Iraq,Baghdad,16
2005,5,2,Al-Qa`ida in Iraq,3,6,44.4,33.3,Iraq,Baghdad,9
2005,5,6,Al-Qa`ida in Iraq,0,0,,,Iraq,Unknown,0
2005,5,7,Al-Qa`ida in Iraq,22,35,44.408454,33.327797,Iraq,Baghdad,57
2005,5,10,Al-Qa`ida in Iraq,1,0,43.311566,33.431899,Iraq,Ramadi,1
2005,5,12,Al-Qa`ida in Iraq,15,0,44.4,33.3,Iraq,Baghdad,15
2005,5,12,Al-Qa`ida in Iraq,1,99,44.4,33.3,Iraq,Baghdad,100
2005,5,18,Al-Qa`ida in Iraq,1,2,44.4,33.3,Iraq,Baghdad,3
2005,5,23,Al-Qa`ida in Iraq,2,0,44.4,33.3,Iraq,Baghdad,2
2005,5,29,Al-Qa`ida in Iraq,11,12,44.290556,33.2975,Iraq,Baghdad,23
2005,5,30,Al-Qa`ida in Iraq,34,108,44.433333000000005,32.483333,Iraq,Hillah,142
2005,5,30,Al-Qa`ida in Iraq,27,128,44.433269,32.483494,Iraq,Hillah,155
2005,6,11,Al-Qa`ida in Iraq,1,0,44.4,33.3,Iraq,Baghdad,1
2005,6,13,Al-Qa`ida in Iraq,3,0,44.4,33.3,Iraq,Baghdad,3
2005,6,19,Al-Qa`ida in Iraq,23,0,44.4,33.3,Iraq,Baghdad,23
2005,7,1,Al-Qa`ida in Iraq,5,0,44.386383,33.329718,Iraq,Baghdad,5
2005,7,1,Al-Qa`ida in Iraq,2,0,44.347297999999995,33.314654,Iraq,Baghdad,2
2005,7,2,Al-Qa`ida in Iraq,20,21,44.393925,33.308137,Iraq,Baghdad,41
2005,7,2,Al-Qa`ida in Iraq,8,26,44.433269,32.483494,Iraq,Hillah,34
2005,7,2,Al-Qa`ida in Iraq,0,9,44.4,33.3,Iraq,Baghdad,9
2005,7,2,Al-Qa`ida in Iraq,0,0,44.347297999999995,33.314654,Iraq,Baghdad,0
2005,7,5,Al-Qa`ida in Iraq,0,1,44.347297999999995,33.314654,Iraq,Baghdad,1
2005,7,5,Al-Qa`ida in Iraq,0,0,44.347297999999995,33.314654,Iraq,Baghdad,0
2005,7,7,Al-Qa`ida in Iraq,1,0,44.4,33.3,Iraq,Baghdad,1
2005,7,10,Al-Qa`ida in Iraq,25,47,44.319487,33.287345,Iraq,Baghdad,72
2005,7,11,Al-Qa`ida in Iraq,12,0,44.519490999999995,33.851043,Iraq,Khalis,12
2005,7,11,Al-Qa`ida in Iraq,2,0,44.519490999999995,33.851043,Iraq,Khalis,2
2005,7,14,Al-Qa`ida in Iraq,3,13,44.4,33.3,Iraq,Baghdad,16
2005,7,16,Al-Qa`ida in Iraq,8,20,44.432341,33.411707,Iraq,Baghdad,28
2005,7,19,Al-Qa`ida in Iraq,3,0,44.423196999999995,33.298668,Iraq,Baghdad,3
2005,7,21,Al-Qa`ida in Iraq,2,0,44.347297999999995,33.314654,Iraq,Baghdad,2
2005,7,29,Al-Qa`ida in Iraq,44,57,42.092125,36.806416999999996,Iraq,Rabiaa,101
2005,8,23,Al-Qa`ida in Iraq,8,20,44.633333,33.75,Iraq,Baqubah,28
2005,9,14,Al-Qa`ida in Iraq,160,542,44.34494,33.381146,Iraq,Baghdad,702
2005,9,16,Al-Qa`ida in Iraq,4,3,44.4,33.3,Iraq,Baghdad,7
2005,9,17,Al-Qa`ida in Iraq,30,38,44.70296,33.376952,Iraq,Nahrwan,68
2005,9,25,Al-Qa`ida in Iraq,10,12,44.4,33.3,Iraq,Baghdad,22
2005,9,28,Al-Qa`ida in Iraq,6,30,42.451435,36.374029,Iraq,Tal Afar,36
2005,10,0,Al-Qa`ida in Iraq,1,0,,,Iraq,Unknown,1
2005,11,9,Al-Qa`ida in Iraq,20,33,35.933331,31.950001,Jordan,Amman,53
2005,11,9,Al-Qa`ida in Iraq,20,33,35.933331,31.950001,Jordan,Amman,53
2005,11,9,Al-Qa`ida in Iraq,21,33,35.933331,31.950001,Jordan,Amman,54
2005,11,10,Al-Qa`ida in Iraq,35,25,44.4,33.3,Iraq,Baghdad,60
2005,12,6,Al-Qa`ida in Iraq,36,72,44.4,33.3,Iraq,Baghdad,108
2005,12,29,Al-Qa`ida in Iraq,0,0,44.4,33.3,Iraq,Baghdad,0
2006,1,9,Al-Qa`ida in Iraq,2,15,44.4,33.3,Iraq,Baghdad,17
2006,2,22,Al-Qa`ida in Iraq,0,0,43.886423,34.192537,Iraq,Samarra,0
2006,4,7,Al-Qa`ida in Iraq,90,0,44.361044,33.350935,Iraq,Baghdad,90
2006,6,3,Al-Qa`ida in Iraq,1,0,44.4,33.3,Iraq,Baghdad,1
2006,6,11,Al-Qa`ida in Iraq,6,59,44.423196999999995,33.298668,Iraq,Baghdad,65
2007,1,27,Al-Qa`ida in Iraq,1,0,43.311566,33.431899,Iraq,Ramadi,1
2007,3,16,Al-Qa`ida in Iraq,1,2,43.311566,33.431899,Iraq,Ramadi,3
2007,3,16,Al-Qa`ida in Iraq,1,100,43.865418,33.165298,Iraq,Amriyat al-Fallujah,101
2007,3,16,Al-Qa`ida in Iraq,1,250,44.024423999999996,33.520717,Iraq,Albu Issa,251
2007,3,22,Al-Qa`ida in Iraq,0,0,44.4,33.3,Iraq,Baghdad,0
2007,3,23,Al-Qa`ida in Iraq,8,18,44.4,33.3,Iraq,Baghdad,26
2007,4,12,Al-Qa`ida in Iraq,8,20,44.39391,33.308144,Iraq,Baghdad,28
2007,4,18,Al-Qa`ida in Iraq,127,148,44.402043,33.337634,Iraq,Baghdad,275
2007,5,19,Al-Qa`ida in Iraq,16,0,45.14945,33.773348999999996,Iraq,Hamid Shifi,16
2007,6,1,Al-Qa`ida in Iraq,3,4,44.633333,33.75,Iraq,Baqubah,7
2007,6,2,Al-Qa`ida in Iraq,0,0,44.327279,35.29915,Iraq,Taza Khurmatu,0
2007,6,2,Al-Qa`ida in Iraq,1,0,44.4,33.3,Iraq,Baghdad,1
